job_title,company_name,job_location,work_place,salary_range,more_detail_link,job_id,work_type,workplace,years_experience,min_education,category,sub_category,role
Wiring & Programmer PLC,PT. Konigs Multi Teknik,"Kalideres, Jakarta Barat, DKI Jakarta",Kerja di kantor,Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/wiring-and-programmer-plc/5c3acbcb-64d2-4bb4-86e2-8e130695f713?utm_referrer=explore,5c3acbcb-64d2-4bb4-86e2-8e130695f713,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Software,Programmer
IT Support,PT. Brawijaya Multi Usaha,"Lowokwaru, Malang, Jawa Timur",Kerja di kantor,Rp3jt-Rp4jt,https://glints.com/id/opportunities/jobs/it-support/051548c5-14f3-45c9-9340-3836277941be?utm_referrer=explore,051548c5-14f3-45c9-9340-3836277941be,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
IT Support Officer,Pt Aims Progrez,"Kebon Jeruk, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-support-officer/966fa786-66e2-4c83-84f3-c1c8fc43703f?utm_referrer=explore,966fa786-66e2-4c83-84f3-c1c8fc43703f,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Teknisi Elektronik,PT Cyber Network Indonesia (Jakarta),"Pancoran, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp3jt-Rp4jt,https://glints.com/id/opportunities/jobs/teknisi-elektronik/4aa25025-1998-442c-8c13-8f02e102b9d2?utm_referrer=explore,4aa25025-1998-442c-8c13-8f02e102b9d2,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
SAP Developer,PT Sellon Data Indonesia (3HT),"Cilegon, Cilegon, Banten",Kerja di kantor,Rp15jt-Rp40jt,https://glints.com/id/opportunities/jobs/sap-developer/388a9608-0bdc-4c88-ad64-2218dafe894e?utm_referrer=explore,388a9608-0bdc-4c88-ad64-2218dafe894e,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
AR & VR Engineer,PT.DWI SURYA PERKASA,"Asem Rowo, Surabaya, Jawa Timur",Kerja di kantor,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/ar-and-vr-engineer/d37b9819-b579-4152-8451-7161f9a80794?utm_referrer=explore,d37b9819-b579-4152-8451-7161f9a80794,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,AR & VR Engineer
System Analyst,PT Reka Cipta Solusi,"Cibeunying Kidul, Bandung, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/system-analyst/f0d2d143-28a9-4c67-9e21-8a4959fac8f3?utm_referrer=explore,f0d2d143-28a9-4c67-9e21-8a4959fac8f3,full_time,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Network, System & Database Admin",System Analyst
Software Developer,Vorta Indonesia,"Wiyung, Surabaya, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/software-developer/66b89cbe-427a-473e-949e-bb9db9703af5?utm_referrer=explore,66b89cbe-427a-473e-949e-bb9db9703af5,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Artificial Intelligence,AI Engineer
IT PHP Developer,PT K24 Indonesia,"Kemantren Tegalrejo, Yogyakarta, DI Yogyakarta",Kerja di kantor,Rp3jt-Rp5jt,https://glints.com/id/opportunities/jobs/it-php-developer/370fc979-e5d8-4c9d-b3c1-22496c1dbd11?utm_referrer=explore,370fc979-e5d8-4c9d-b3c1-22496c1dbd11,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Staff IT,PT Swabina Gatra (Semen Indonesia),"Gresik, Gresik, Jawa Timur",Kerja di kantor,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/staff-it/5a1c55a9-0947-45e5-b94c-396e5a800b5f?utm_referrer=explore,5a1c55a9-0947-45e5-b94c-396e5a800b5f,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Full Stack Developer (Remote),Haulio,"Kelapa Gading, Jakarta Utara, DKI Jakarta",Remote/Dari rumah,Rp8jt-Rp20jt,https://glints.com/id/opportunities/jobs/full-stack-developer-remote/603cb5b8-7b4e-499e-a38c-afdcde726055?utm_referrer=explore,603cb5b8-7b4e-499e-a38c-afdcde726055,full_time,Remote/Dari rumah,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Full Stack Engineer
Software Engineer,Vesperia Global Merdeka,"Tebet, Jakarta Selatan, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/software-engineer/fe22ea76-0165-4e5c-b25c-76b24c69e160?utm_referrer=explore,fe22ea76-0165-4e5c-b25c-76b24c69e160,part_time,Remote/Dari rumah,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
.Net Developer,Dikshatek Indonesia,"Penjaringan, Jakarta Utara, DKI Jakarta",Kerja di kantor,Rp10jt-Rp15jt,https://glints.com/id/opportunities/jobs/net-developer/29e19d20-26d4-47e4-827f-e5f910d8e472?utm_referrer=explore,29e19d20-26d4-47e4-827f-e5f910d8e472,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Programmer
React Native Mobile Developer,Geekgarden,"Setiabudi, Jakarta Selatan, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/react-native-mobile-developer/303a0ec8-4fa6-4c97-8616-2f5d6c776c42?utm_referrer=explore,303a0ec8-4fa6-4c97-8616-2f5d6c776c42,part_time,Remote/Dari rumah,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Mobile Development,Mobile Developer
DevOps Engineer,Pt. Primeskills Edukasi Indonesia,"Pagedangan, Tangerang, Banten",Kerja di kantor,Rp6jt-Rp9jt,https://glints.com/id/opportunities/jobs/devops-engineer/0b07d313-ebff-460b-a013-64031e516aa2?utm_referrer=explore,0b07d313-ebff-460b-a013-64031e516aa2,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",Devops Engineer
Web Engineer (Project Based),PT Gamatechno Indonesia,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/web-engineer-project-based/bdfc73d6-6e7c-4d69-9141-16115d46a764?utm_referrer=explore,bdfc73d6-6e7c-4d69-9141-16115d46a764,contract,Remote/Dari rumah,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Software,Software Engineer
Group Leader Electric,PT. KWARSA INDAHMURNI,"Balaraja, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/group-leader-electric/c9d3b34e-f5ea-4a2b-aa24-51ea3c7765c0?utm_referrer=explore,c9d3b34e-f5ea-4a2b-aa24-51ea3c7765c0,full_time,Kerja di kantor,3 – 5 tahun,Minimal SMA/SMK,Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
Unity - Intern,Pt. Primeskills Edukasi Indonesia,"Pagedangan, Tangerang, Banten",Kerja di kantor,Rp1jt-Rp2jt,https://glints.com/id/opportunities/jobs/unity-intern/02835395-388d-4275-9a7b-08085d2cdae6?utm_referrer=explore,02835395-388d-4275-9a7b-08085d2cdae6,internship,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Other Computer & Information Technology,Game Developer
Programmer,PT INTI TALENTA TEKNOLOGI,"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp5jt-Rp8jt,https://glints.com/id/opportunities/jobs/programmer/a0e38021-be7a-4950-aca3-7fcf3aa0561f?utm_referrer=explore,a0e38021-be7a-4950-aca3-7fcf3aa0561f,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Programmer
System Administrator,PT ICP Cipta Prima,"Kapanewon Depok, Sleman, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/system-administrator/64079dd7-22e3-41b6-a630-c8550e5c2a7b?utm_referrer=explore,64079dd7-22e3-41b6-a630-c8550e5c2a7b,full_time,Kerja di kantor,3 – 5 tahun,Minimal SMA/SMK,Computer & Information Technology,"Network, System & Database Admin",System Administrator
Software Quality Assurance,Adi Data Informatika,"Kebon Jeruk, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/software-quality-assurance/a799eed9-dab1-4228-b474-09fdc54f4275?utm_referrer=explore,a799eed9-dab1-4228-b474-09fdc54f4275,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
IT Junior Developer,PT China Taiping Insurance Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-junior-developer/0cb175e1-a57a-4a6f-9fbb-dc303ec28a22?utm_referrer=explore,0cb175e1-a57a-4a6f-9fbb-dc303ec28a22,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Developer
Drafter GIS,PT Fan Integrasi Teknologi,"Gambir, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/drafter-gis/b3d8048f-8d86-4ff8-94fa-5ec019126543?utm_referrer=explore,b3d8048f-8d86-4ff8-94fa-5ec019126543,full_time,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Backend Development,GIS Engineer
Java Developer,Abishar Technologies,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp8jt-Rp15jt,https://glints.com/id/opportunities/jobs/java-developer/60b79a37-8607-40c2-a35f-641cae570837?utm_referrer=explore,60b79a37-8607-40c2-a35f-641cae570837,full_time,Kerja di kantor,3 – 5 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Backend Development,Java Developer
C# Developer,PT Sellon Data Indonesia (3HT),"Cilegon, Cilegon, Banten",Kerja di kantor,Rp15jt-Rp25jt,https://glints.com/id/opportunities/jobs/c-developer/0052cdd1-0047-47b0-98b2-697528d3baaa?utm_referrer=explore,0052cdd1-0047-47b0-98b2-697528d3baaa,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,C# Developer
IT Support,Indiek International,"Kelapa Dua, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-support/8e5e4bf7-8d6f-4c77-bf59-ebc14e8fdf59?utm_referrer=explore,8e5e4bf7-8d6f-4c77-bf59-ebc14e8fdf59,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Backend Engineer,PT Tricada Intronik,"Bandung Wetan, Bandung, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-engineer/086765d6-4d22-4328-8558-e9c9b4b32ccd?utm_referrer=explore,086765d6-4d22-4328-8558-e9c9b4b32ccd,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Backend Developer
GIS Admin/Developer,PT Imani Prima,"Cilandak, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/gis-admin-developer/57a25ffe-0738-4937-89a2-ef67b1c46b52?utm_referrer=explore,57a25ffe-0738-4937-89a2-ef67b1c46b52,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,GIS Engineer
Technical Solution Architect,PT Tricada Intronik,"Bandung Wetan, Bandung, Jawa Barat",Kerja di kantor,Rp9jt-Rp15jt,https://glints.com/id/opportunities/jobs/technical-solution-architect/02e9203e-9cc4-4f8f-bf35-55c17ab05c96?utm_referrer=explore,02e9203e-9cc4-4f8f-bf35-55c17ab05c96,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Solution Architect
Backend Developer,PT Sumber Trijaya Lestari (Aksesmu),"Pinang, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-developer/a5fde188-475f-4840-8337-dd77d4ea07eb?utm_referrer=explore,a5fde188-475f-4840-8337-dd77d4ea07eb,full_time,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Backend Developer
Quality Assurance Automation,PT Mplus Solusi Perdana,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/quality-assurance-automation/61a4f2c8-3e60-45db-af05-1f0711e9cfd9?utm_referrer=explore,61a4f2c8-3e60-45db-af05-1f0711e9cfd9,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,QA & Software Testing,QA Tester
Backend Developer Intern,Koneksi Group,"Sawangan, Depok, Jawa Barat",Kerja di kantor,"Rp1,5jt-Rp3jt",https://glints.com/id/opportunities/jobs/backend-developer-intern/a6fd25ff-1018-4e45-aad7-73edf726e9de?utm_referrer=explore,a6fd25ff-1018-4e45-aad7-73edf726e9de,internship,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Backend Development,Backend Developer
IT Implementor,dRetail (POS),"Denpasar Barat, Denpasar, Bali",Kerja di kantor,"Rp4,1jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/it-implementor/4b2c61b6-db94-4a26-8dca-65c79b630527?utm_referrer=explore,4b2c61b6-db94-4a26-8dca-65c79b630527,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Frontend Developer,Digital Center,"Gubeng, Surabaya, Jawa Timur",Kerja di kantor,"Rp4,6jt-Rp7jt",https://glints.com/id/opportunities/jobs/frontend-developer/cb6ee885-7e18-4242-91e3-620a1400d58e?utm_referrer=explore,cb6ee885-7e18-4242-91e3-620a1400d58e,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Frontend Development,Frontend Engineer
Technical Lead,Digital Center,"Gubeng, Surabaya, Jawa Timur",Kerja di kantor,Rp7jt-Rp11jt,https://glints.com/id/opportunities/jobs/technical-lead/bd423f4a-ae51-49f2-8a3c-319ae1c07b02?utm_referrer=explore,bd423f4a-ae51-49f2-8a3c-319ae1c07b02,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Developer
Data Scientist,HIGO,"Kebon Jeruk, Jakarta Barat, DKI Jakarta",Kerja di kantor,"Rp5,5jt-Rp7jt",https://glints.com/id/opportunities/jobs/data-scientist/023b81f1-3d82-44f3-87a7-411d001fd327?utm_referrer=explore,023b81f1-3d82-44f3-87a7-411d001fd327,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Scientist
Senior Data Engineer,PT. Kencana Konsep Indonesia,"Kramatjati, Jakarta Timur, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/senior-data-engineer/b28411ed-f8f2-4132-8d7f-ac97d391cc4f?utm_referrer=explore,b28411ed-f8f2-4132-8d7f-ac97d391cc4f,full_time,Kerja di kantor,1 – 3 tahun,Minimal Magister (S2),Computer & Information Technology,Data,Data Engineer
IT Implementor ( Semarang ),dRetail (POS),"Semarang Tengah, Semarang, Jawa Tengah",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-implementor-semarang/516c6561-719e-4f1a-9170-69e4b8deded5?utm_referrer=explore,516c6561-719e-4f1a-9170-69e4b8deded5,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Senior Software Engineer,PT. Kencana Konsep Indonesia,"Kramatjati, Jakarta Timur, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/senior-software-engineer/431dceb6-905b-4eaa-8cbc-dc52951b11cb?utm_referrer=explore,431dceb6-905b-4eaa-8cbc-dc52951b11cb,full_time,Kerja di kantor,1 – 3 tahun,Minimal Magister (S2),Computer & Information Technology,Software,Senior Software Engineer
Junior / Middle Android Developer,PT Sentuh Digital Teknologi,"Jagakarsa, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/junior-middle-android-developer/fa06fa38-3bf5-481f-a30f-59aa53046755?utm_referrer=explore,fa06fa38-3bf5-481f-a30f-59aa53046755,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Computer Programmer
Quality Assurance Coordinator,PT Ciputra Nusantara,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/quality-assurance-coordinator/33121055-3560-41ed-b892-10987582c539?utm_referrer=explore,33121055-3560-41ed-b892-10987582c539,full_time,Kerja di kantor,5 – 10 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Full Stack Engineer,PT. Kencana Konsep Indonesia,"Kramatjati, Jakarta Timur, DKI Jakarta",Kerja di kantor,"Rp100rb-Rp7,5jt",https://glints.com/id/opportunities/jobs/full-stack-engineer/22966b20-4c00-4146-9a2b-5c0caafeb064?utm_referrer=explore,22966b20-4c00-4146-9a2b-5c0caafeb064,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Full Stack Engineer
Teknisi Elektronik (HP/Tablet),Easytech,"Kapanewon Sewon, Bantul, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/teknisi-elektronik-hp-tablet/44adf623-0a22-4e44-85bf-98d062f8ed03?utm_referrer=explore,44adf623-0a22-4e44-85bf-98d062f8ed03,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
Backend Developer,GriyaNet Indonesia,"Klojen, Malang, Jawa Timur",Kerja di kantor,"Rp250rb-Rp1,5jt",https://glints.com/id/opportunities/jobs/backend-developer/4aa5289f-f39e-429d-a5d2-f500fd182bff?utm_referrer=explore,4aa5289f-f39e-429d-a5d2-f500fd182bff,internship,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Backend Development,Backend Developer
Backend Developer,PT. Garuda Lintas Cakrawala,"Lowokwaru, Malang, Jawa Timur",Kerja di kantor,"Rp250rb-Rp1,5jt",https://glints.com/id/opportunities/jobs/backend-developer/fd10de14-88ce-4aed-9f09-cdc63bf3c999?utm_referrer=explore,fd10de14-88ce-4aed-9f09-cdc63bf3c999,internship,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Backend Development,Backend Developer
Technical Writer,Magna Solusi Indonesia,"Kemayoran, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp2jt-Rp3jt,https://glints.com/id/opportunities/jobs/technical-writer/2521ba8a-cf0e-4e8f-97d9-f366519692f5?utm_referrer=explore,2521ba8a-cf0e-4e8f-97d9-f366519692f5,internship,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
IT SUPPORT,PT. STREAMWORX REKA SOLUSI,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-support/51783e25-39ef-4836-bf03-31adbbdadb7f?utm_referrer=explore,51783e25-39ef-4836-bf03-31adbbdadb7f,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Web Developer,PT Sfone Sentra Bhinneka,"Cengkareng, Jakarta Barat, DKI Jakarta",Kerja di kantor,Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/web-developer/9f044e5a-f60c-43f3-a249-e39e64002e0e?utm_referrer=explore,9f044e5a-f60c-43f3-a249-e39e64002e0e,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Web Developer
Internship Kotlin Mobile Programmer,PT Angkasa Defender Indonesia - ASDF.ID,"Kelapa Gading, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/internship-kotlin-mobile-programmer/e620e7c5-335f-4538-ad84-4674e690be75?utm_referrer=explore,e620e7c5-335f-4538-ad84-4674e690be75,internship,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Mobile Development,Mobile Developer
R&D Elektronika (Internship),PT Angkasa Defender Indonesia - ASDF.ID,"Kelapa Gading, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/r-and-d-elektronika-internship/4c32824c-0bb3-439f-abcc-b3175137146c?utm_referrer=explore,4c32824c-0bb3-439f-abcc-b3175137146c,internship,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
Technician Kutai,Indo Trans Teknologi,"Muara Kaman, Kutai Kartanegara, Kalimantan Timur",Remote/Dari rumah,"Rp3,5jt-Rp4jt",https://glints.com/id/opportunities/jobs/technician-kutai/64a7fe08-dde8-414f-ba04-45c6749ebc2f?utm_referrer=explore,64a7fe08-dde8-414f-ba04-45c6749ebc2f,contract,Remote/Dari rumah,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
