,job_title,company_name,work_place,salary_range,skill,more_detail_link,job_id,work_type,workplace,years_experience,min_education,category,sub_category,role,scrapped_date,district,city,province
0,Frontend Developer,PT Lanius Inovasi Indonesia,Remote/Dari rumah,-,"React.js,Nuxt.js,Frontend Development",https://glints.com/id/opportunities/jobs/frontend-developer/8c4e000c-ea31-4e31-8dec-1822fadbfb01?utm_referrer=explore,8c4e000c-ea31-4e31-8dec-1822fadbfb01,daily,remote,1-3,Sarjana,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Lowokwaru, Malang, Jawa Timur
1,Frontend Developer,PT Lumos Inisiatif Indonesia,Kerja di kantor,Rp5jt-Rp7jt,"React.js,Nextjs,TypeScript",https://glints.com/id/opportunities/jobs/frontend-developer/3cb35f09-45ea-4f15-bbab-ce7ddee3b981?utm_referrer=explore,3cb35f09-45ea-4f15-bbab-ce7ddee3b981,full_time,onsite,1-3,SMA/SMK,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Kebon Jeruk, Jakarta Barat, DKI Jakarta
2,Frontend Developer,PT Lanius Inovasi Indonesia,Kerja di kantor,-,"React.js,JavaScript,Next.js",https://glints.com/id/opportunities/jobs/frontend-developer/cdc59126-ad87-45ea-b88e-dfb9b729bcb6?utm_referrer=explore,cdc59126-ad87-45ea-b88e-dfb9b729bcb6,full_time,onsite,1-3,Diploma,Computer & Information Technology,Software,Software Developer,2024-04-29,Lowokwaru, Malang, Jawa Timur
3,Frontend Developer,PT Global Indonesia Asia Sejahtera (GIAS Group),Kerja di kantor,-,"PHP,Vue.js,Laravel",https://glints.com/id/opportunities/jobs/frontend-developer/2c92664b-f0a5-4e5b-bc08-60bfe711d8e0?utm_referrer=explore,2c92664b-f0a5-4e5b-bc08-60bfe711d8e0,full_time,onsite,<1,Diploma,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Pademangan, Jakarta Utara, DKI Jakarta
4,Frontend Developer,Total IT,Kerja di kantor,Rp4jt-Rp7jt,"CSS3,REST API,Vue.js,HTML5,JavaScript",https://glints.com/id/opportunities/jobs/frontend-developer/7c295a67-80f6-49cc-be07-696e52e23dee?utm_referrer=explore,7c295a67-80f6-49cc-be07-696e52e23dee,full_time,onsite,1-3,Diploma,Computer & Information Technology,Software,Web Developer,2024-04-29,Cilandak, Jakarta Selatan, DKI Jakarta
5,Frontend Developer,PT. Harapan Energie Indonesia,Kerja di kantor,Rp5jt-Rp8jt,"Node.js,Amazon Web Services (AWS),Web Development,Angular.js,Mobile App Development,Mobile UI Design,Responsive Web Design,Software Development,AWS Lambda",https://glints.com/id/opportunities/jobs/frontend-developer/47a45cd6-c8fc-448f-8bac-628a069b36cf?utm_referrer=explore,47a45cd6-c8fc-448f-8bac-628a069b36cf,full_time,onsite,1-3,Diploma,Computer & Information Technology,Software,Computer Programmer,2024-04-29,Serpong Utara, Tangerang Selatan, Banten
6,Frontend Developer,PT Neural Technologies Indonesia (Official),Kerja di kantor,-,"GIT,JavaScript,React.js",https://glints.com/id/opportunities/jobs/frontend-developer/617866c6-305d-4e5f-849b-ff985bba61d8?utm_referrer=explore,617866c6-305d-4e5f-849b-ff985bba61d8,contract,onsite,1-3,Diploma,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Tebet, Jakarta Selatan, DKI Jakarta
7,Frontend Developer,Pt Wowrack Indonesia,Kerja di kantor,-,"Programming Languages,Nuxt.js,GIT,IT Project Management,HTML5,Laravel,Frontend Development,PHP",https://glints.com/id/opportunities/jobs/frontend-developer/e0ab0d6b-42e2-4b12-9556-596e6e499037?utm_referrer=explore,e0ab0d6b-42e2-4b12-9556-596e6e499037,full_time,onsite,1-3,Diploma,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Genteng, Surabaya, Jawa Timur
8,Frontend Developer,Pt. Quantus Telematika Indonesia,Kerja di kantor,-,"JavaScript,CSS3,React.js,GIT,Vue.js,React Native,HTML5",https://glints.com/id/opportunities/jobs/fronted-developer/abe705b4-9be4-4d0b-a958-fd8f2d0e379e?utm_referrer=explore,abe705b4-9be4-4d0b-a958-fd8f2d0e379e,full_time,onsite,1-3,Diploma,Computer & Information Technology,Mobile Development,Mobile Developer,2024-04-29,Coblong, Bandung, Jawa Barat
9,Frontend ReactJS Developer,PT Code Development Indonesia,Kerja di kantor,-,"Frontend Development,React Native,React.js",https://glints.com/id/opportunities/jobs/frontend-reactjs-developer/02f56ac0-3324-4864-810f-06cf20e4d2b9?utm_referrer=explore,02f56ac0-3324-4864-810f-06cf20e4d2b9,full_time,onsite,3-5,Sarjana,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support,2024-04-29,Setiabudi, Jakarta Selatan, DKI Jakarta
10,Frontend Web Developer,PT Digital Nayaka Abhinaya,Kerja di kantor,"Rp5,5jt-Rp7jt","PHP,React.js,Vue.js",https://glints.com/id/opportunities/jobs/frontend-web-developer/5a29bddd-536e-4c10-a821-7b8ed4f2c258?utm_referrer=explore,5a29bddd-536e-4c10-a821-7b8ed4f2c258,full_time,onsite,1-3,Diploma,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Bekasi Barat, Bekasi, Jawa Barat
11,Senior Frontend Developer,PT Lanius Inovasi Indonesia,Kerja di kantor,-,"Software Development,JavaScript,SDLC,Nuxt.js,React.js,Node.js,React Native",https://glints.com/id/opportunities/jobs/senior-frontend-developer/1222ef82-47e0-48c1-8285-39f1caed37d2?utm_referrer=explore,1222ef82-47e0-48c1-8285-39f1caed37d2,full_time,onsite,1-3,Sarjana,Computer & Information Technology,Software,Developer,2024-04-29,Lowokwaru, Malang, Jawa Timur
12,Frontend Developer Intern,Koneksi Group,Kerja di kantor,"Rp1,5jt-Rp2,5jt","CSS3,JavaScript,HTML5,PHP",https://glints.com/id/opportunities/jobs/frontend-developer-intern/ccc3e3f7-0935-4b63-b6fa-a51ceb3677f4?utm_referrer=explore,ccc3e3f7-0935-4b63-b6fa-a51ceb3677f4,internship,onsite,<1,Diploma,Computer & Information Technology,Others,Others,2024-04-29,Sawangan, Depok, Jawa Barat
13,Frontend / React Developer,PT Tonjoo Gagas Teknologi,Kerja di kantor,"Rp3jt-Rp4,5jt","TailwindCSS,REST API,GIT,React.js,JavaScript",https://glints.com/id/opportunities/jobs/frontend-react-developer/b8c2b3ee-2729-4964-bf7a-86ac27121ac6?utm_referrer=explore,b8c2b3ee-2729-4964-bf7a-86ac27121ac6,full_time,onsite,1-3,SMA/SMK,Computer & Information Technology,Software,Programmer,2024-04-29,Babelan, Bekasi, Jawa Barat
14,Senior Frontend Developer,PT Suitmedia Kreasi Indonesia,Kerja di kantor,-,"UX Design,CSS3,Vue.js,API Development,JavaScript,React.js,UI Design,Model-View-Controller (MVC),GIT,HTML5,Angular.js",https://glints.com/id/opportunities/jobs/senior-frontend-developer/d8e24264-b030-42d9-a5c9-559d68736437?utm_referrer=explore,d8e24264-b030-42d9-a5c9-559d68736437,full_time,onsite,1-3,Sarjana,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Pasar Minggu, Jakarta Selatan, DKI Jakarta
15,Frontend Developer (React Native),OCTA Infinite Solutions,Kerja di kantor,-,"Redux,JavaScript,React Native",https://glints.com/id/opportunities/jobs/frontend-developer-react-native/f979017e-6977-4729-b6f3-8fa458007d36?utm_referrer=explore,f979017e-6977-4729-b6f3-8fa458007d36,contract,onsite,3-5,Diploma,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Kebayoran Lama, Jakarta Selatan, DKI Jakarta
16,IT Frontend & Backend Developer,PT Lobunta Kencana Raya,Kerja di kantor,-,"Search Engine Optimization (SEO),JavaScript,Web Development",https://glints.com/id/opportunities/jobs/it-frontend-and-backend-developer/92139ff9-a5bc-49aa-a319-398def61398d?utm_referrer=explore,92139ff9-a5bc-49aa-a319-398def61398d,full_time,onsite,1-3,Sarjana,Computer & Information Technology,Software,Web Developer,2024-04-29,Sawah Besar, Jakarta Pusat, DKI Jakarta
17,Frontend Developer,PT. Bank Multiarta Sentosa Tbk. (Bank MAS),Remote/Dari rumah,-,"TypeScript,HTML5,Angular.js",https://glints.com/id/opportunities/jobs/frontend-developer/60079f78-1a6c-42ae-9dc0-6ef1dfd26517?utm_referrer=explore,60079f78-1a6c-42ae-9dc0-6ef1dfd26517,full_time,remote,3-5,Sarjana,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Setiabudi, Jakarta Selatan, DKI Jakarta
18,Frontend Developer - Vue Js,Mumtaz Teknologi Indonesia,Remote/Dari rumah,-,"TypeScript,TailwindCSS,Bootstrap,JavaScript,Attention to Detail,Vue.js,Nuxt.js",https://glints.com/id/opportunities/jobs/frontend-developer-vue-js/4694a7c5-c82d-4e66-9b4f-6282172c66f4?utm_referrer=explore,4694a7c5-c82d-4e66-9b4f-6282172c66f4,full_time,remote,1-3,Diploma,Computer & Information Technology,Software,Developer,2024-04-29,Kramatjati, Jakarta Timur, DKI Jakarta
19,Software Developer For UX and Frontend,PT Fleischhacker Solutions Indonesia,Kerja di kantor,-,"Experience In Devexpress Is A Plus.,Understanding Of Agile Methodologies,Hl7, Dicom Protocols,Ui/ux Designer,Html5, Css3, And Javascript.,English Languange,C#, Visual Basic .Net",https://glints.com/id/opportunities/jobs/software-developer-for-ux-and-frontend/2e4bdca7-fe83-4cdd-8c68-190b0c1f08c2?utm_referrer=explore,2e4bdca7-fe83-4cdd-8c68-190b0c1f08c2,full_time,onsite,3-5,Sarjana,Computer & Information Technology,Software,Software Developer,2024-04-29,Penjaringan, Jakarta Utara, DKI Jakarta
20,Frontend Engineer developer,PT Cakra Tekno Nusantara,Kerja di kantor,"Rp4,6jt-Rp7jt","CSS3,Frontend Development,Mobile UI Design,UI Design,HTML5,UX Design",https://glints.com/id/opportunities/jobs/frontend-engineer-developer/6c21d945-6bfe-4408-996f-564ff2857968?utm_referrer=explore,6c21d945-6bfe-4408-996f-564ff2857968,full_time,onsite,1-3,Sarjana,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Cisauk, Tangerang, Banten
21,Frontend Engineer,Adi Data Informatika,Kerja di kantor,-,"HTML5,JavaScript,Angular.js",https://glints.com/id/opportunities/jobs/frontend-engineer/7ed1576b-842e-43a1-9985-52bfce504c02?utm_referrer=explore,7ed1576b-842e-43a1-9985-52bfce504c02,contract,onsite,1-3,Sarjana,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Kebon Jeruk, Jakarta Barat, DKI Jakarta
22,Frontend Engineer,Pt. Asia Pelangi Remiten,Kerja di kantor,"Rp4,6jt-Rp7jt","Critical Thinking,Problem Solving Skills,Flutter,Communication Skills",https://glints.com/id/opportunities/jobs/frontend-engineer/716294eb-37ea-4a13-a3b5-cf3c06bebefe?utm_referrer=explore,716294eb-37ea-4a13-a3b5-cf3c06bebefe,full_time,onsite,1-3,Sarjana,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Jagakarsa, Jakarta Selatan, DKI Jakarta
23,Frontend Engineer,HomLen,Kerja di kantor,-,"Kotlin,Frontend Development,Programming Languages",https://glints.com/id/opportunities/jobs/frontend-engineer/60acafad-57a3-423b-b5d5-e229350347fc?utm_referrer=explore,60acafad-57a3-423b-b5d5-e229350347fc,full_time,onsite,3-5,Sarjana,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Kebayoran Baru, Jakarta Selatan, DKI Jakarta
24,Frontend Developer - Internship,Peduly,Kerja di kantor,-,"HTML5,React.js,TailwindCSS",https://glints.com/id/opportunities/jobs/frontend-developer-internship/fe770ace-585a-4cd8-86ad-73f691d4c10b?utm_referrer=explore,fe770ace-585a-4cd8-86ad-73f691d4c10b,internship,onsite,<1,Sarjana,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Genteng, Surabaya, Jawa Timur
25,Front End Developer,Kawan Solusi Teknologi,Kerja di kantor,Rp5jt-Rp7jt,"Vue.js,React.js,Node.js",https://glints.com/id/opportunities/jobs/front-end-developer/ad683998-ec63-4c89-9bce-0cdc64591ea9?utm_referrer=explore,ad683998-ec63-4c89-9bce-0cdc64591ea9,full_time,onsite,3-5,SMA/SMK,Computer & Information Technology,Software,Developer,2024-04-29,Mampang Prapatan, Jakarta Selatan, DKI Jakarta
26,Developer,PT Champion Multikarya Pandhega,Kerja di kantor,-,"MySQL,Programming Languages,JavaScript",https://glints.com/id/opportunities/jobs/developer/aa2dbef0-a500-4319-9771-cceefb1197a5?utm_referrer=explore,aa2dbef0-a500-4319-9771-cceefb1197a5,full_time,onsite,1-3,Sarjana,Computer & Information Technology,Software,Developer,2024-04-29,Kemantren Jetis, Yogyakarta, DI Yogyakarta
27,Front End Developer,Software Seni,Kerja di kantor,-,"JavaScript,CSS3,HTML5",https://glints.com/id/opportunities/jobs/front-end-developer/8174b931-4d3b-4a54-9180-02ca4b8695b0?utm_referrer=explore,8174b931-4d3b-4a54-9180-02ca4b8695b0,full_time,onsite,3-5,Diploma,Computer & Information Technology,Software,Software Engineer,2024-04-29,Kemantren Gondokusuman, Yogyakarta, DI Yogyakarta
28,Developer,PT PRIMA FAJAR CAHAYA SURYA,Kerja di kantor,"Rp7jt-Rp8,5jt","iOS Development,Design Ios,Application Development",https://glints.com/id/opportunities/jobs/developer/dfc016fc-acc0-4323-883a-440e6fe36466?utm_referrer=explore,dfc016fc-acc0-4323-883a-440e6fe36466,contract,onsite,1-3,Sarjana,Computer & Information Technology,Software,Developer,2024-04-29,Kebayoran Baru, Jakarta Selatan, DKI Jakarta
29,Front-End Developer,Natural Farm,Kerja di kantor,-,"JavaScript,Vue.js,HTML5,Nuxt.js",https://glints.com/id/opportunities/jobs/front-end-developer/67b0953c-31c6-4f63-a8a6-08191a6fa713?utm_referrer=explore,67b0953c-31c6-4f63-a8a6-08191a6fa713,full_time,onsite,1-3,Diploma,Computer & Information Technology,Software,Software Developer,2024-04-29,Kebon Jeruk, Jakarta Barat, DKI Jakarta
30,Front End Developer,PT Juke Solusi Teknologi,Kerja di kantor,-,"Node Js,React Native,HTML5",https://glints.com/id/opportunities/jobs/front-end-developer/7e440086-25ff-46f7-870d-8817b39516e8?utm_referrer=explore,7e440086-25ff-46f7-870d-8817b39516e8,full_time,onsite,3-5,Sarjana,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Cempaka Putih, Jakarta Pusat, DKI Jakarta
31,Front End Developer,PT Hacaca Central Logistics,Kerja di kantor,Rp5jt-Rp7jt,"Node.js,JavaScript,REST API",https://glints.com/id/opportunities/jobs/front-end-developer/fb4f952d-b7b7-49ec-95d2-678b962007be?utm_referrer=explore,fb4f952d-b7b7-49ec-95d2-678b962007be,full_time,onsite,1-3,Sarjana,Computer & Information Technology,Software,Software Engineer,2024-04-29,Tarumajaya, Bekasi, Jawa Barat
32,Developer,PT Digital Fajar Buana,Kerja di kantor,Rp5jt-Rp7jt,"CSS3,Node.js,HTML5,JavaScript",https://glints.com/id/opportunities/jobs/developer/601fe057-8163-4ddb-8eff-e1f5d5b05ba0?utm_referrer=explore,601fe057-8163-4ddb-8eff-e1f5d5b05ba0,full_time,onsite,3-5,Sarjana,Computer & Information Technology,Software,Developer,2024-04-29,Kemantren Gedongtengen, Yogyakarta, DI Yogyakarta
33,Frontend Developer,The Digital Cellar,Remote/Dari rumah,-,"React.js,Next.js.,Frontend Development,JavaScript",https://glints.com/id/opportunities/jobs/frontend-developer/26ce67ef-0694-4521-a301-e62568b05d70?utm_referrer=explore,26ce67ef-0694-4521-a301-e62568b05d70,full_time,remote,1-3,Sarjana,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Menteng, Jakarta Pusat, DKI Jakarta
34,Frontend Developer,PT Uri Teknologi Indonesia,Kerja di kantor,-,"Python,SQL,React.js,HTML5,CSS3",https://glints.com/id/opportunities/jobs/frontend-developer/009d84cd-53d0-4adb-b525-a75a3b9d6f93?utm_referrer=explore,009d84cd-53d0-4adb-b525-a75a3b9d6f93,full_time,onsite,1-3,Sarjana,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Setiabudi, Jakarta Selatan, DKI Jakarta
35,Frontend Developer,Tada,Remote/Dari rumah,-,"Nuxt.js,Frontend Development,Vue.js",https://glints.com/id/opportunities/jobs/frontend-developer/a791ad4f-ac9a-4b08-82e2-1df08a8feb79?utm_referrer=explore,a791ad4f-ac9a-4b08-82e2-1df08a8feb79,full_time,remote,1-3,Sarjana,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Setiabudi, Jakarta Selatan, DKI Jakarta
36,Frontend Developer Intern,Seeds Finance,Kerja di kantor,-,"React.js,React Native,TailwindCSS,Axios,Next.js,TypeScript,Reddux",https://glints.com/id/opportunities/jobs/frontend-developer-intern/e5965586-4641-4eb0-a693-ac83796d6e87?utm_referrer=explore,e5965586-4641-4eb0-a693-ac83796d6e87,internship,onsite,<1,Diploma,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Tanah Abang, Jakarta Pusat, DKI Jakarta
37,React Js Frontend Developer,Geekgarden,Kerja di kantor,-,"TypeScript,React.js,JavaScript,Java,CSS3",https://glints.com/id/opportunities/jobs/react-js-frontend-developer/fbe08403-bef9-447c-b172-96749c75836e?utm_referrer=explore,fbe08403-bef9-447c-b172-96749c75836e,full_time,onsite,1-3,Sarjana,Computer & Information Technology,Software,Software Developer,2024-04-29,Jagakarsa, Jakarta Selatan, DKI Jakarta
38,Senior Frontend Engineer,Hukumonline.com,Remote/Dari rumah,-,"Web Development,Software Development,Application Development",https://glints.com/id/opportunities/jobs/senior-frontend-engineer/abb45a4f-323c-49d9-9669-aa133c95bd84?utm_referrer=explore,abb45a4f-323c-49d9-9669-aa133c95bd84,full_time,remote,1-3,Sarjana,Computer & Information Technology,Software,Software Engineer,2024-04-29,Pasar Minggu, Jakarta Selatan, DKI Jakarta
39,Junior Frontend Engineer,PT Serikat Hantar Ekspedisi,Kerja di kantor,-,"CSS3,TypeScript,JavaScript,React.js,HTML5",https://glints.com/id/opportunities/jobs/junior-frontend-engineer/2b2a3fe3-4c49-4739-a209-72b9b24288ea?utm_referrer=explore,2b2a3fe3-4c49-4739-a209-72b9b24288ea,full_time,onsite,<1,Sarjana,Computer & Information Technology,Software,Software Engineer,2024-04-29,Penjaringan, Jakarta Utara, DKI Jakarta
40,Frontend Engineer Staff,Pt Ada Ide Langsung Jalan,Kerja di kantor,"Rp4,2jt-Rp4,8jt","Flutter,Critical Thinking,API Development",https://glints.com/id/opportunities/jobs/frontend-engineer-staff/5a7f8ae2-0d45-43cd-8b6e-a09d96c0db40?utm_referrer=explore,5a7f8ae2-0d45-43cd-8b6e-a09d96c0db40,full_time,onsite,1-3,SMA/SMK,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Lowokwaru, Malang, Jawa Timur
41,Sales Executive (Developer Property),PT Wadah Arta Agung,Kerja di kantor,-,"Sales and Marketing,Sales Strategy,Marketing Strategy",https://glints.com/id/opportunities/jobs/sales-executive-developer-property/2fb23f08-bb49-407a-8524-aac65732da91?utm_referrer=explore,2fb23f08-bb49-407a-8524-aac65732da91,full_time,onsite,1-3,SMA/SMK,Real Estate & Architecture,Real Estate Sales,Real Estate Consultant,2024-04-29,Sukatani, Bekasi, Jawa Barat
42,Wordpress Front End Developer,DeskTeam360.com,Kerja di kantor,"Rp3,4jt-Rp3,7jt","CMS,WordPress Development,Web Development",https://glints.com/id/opportunities/jobs/wordpress-front-end-developer/da8cad6e-2142-4968-a23e-9dde5ef0b4f7?utm_referrer=explore,da8cad6e-2142-4968-a23e-9dde5ef0b4f7,full_time,onsite,5-10,Sarjana,Computer & Information Technology,Software,Web Developer,2024-04-29,Sukun, Malang, Jawa Timur
43,Front End Developer (ReactJS),Id/x Partners,Kerja di kantor,-,"PHP,React.js,JavaScript,Angular.js",https://glints.com/id/opportunities/jobs/front-end-developer-reactjs/f430d55c-0e5d-41e3-a1c5-0bb5b52408fc?utm_referrer=explore,f430d55c-0e5d-41e3-a1c5-0bb5b52408fc,full_time,onsite,1-3,Sarjana,Computer & Information Technology,Software,Software Engineer,2024-04-29,Tanah Abang, Jakarta Pusat, DKI Jakarta
44,Web Developer Front-End,PT Sumber Trijaya Lestari (Aksesmu),Kerja di kantor,Rp5jt-Rp6jt,"TailwindCSS,Vue.js,Web Development,JavaScript",https://glints.com/id/opportunities/jobs/web-developer-front-end/c11b8375-ff57-4565-a6d1-7636bb236c34?utm_referrer=explore,c11b8375-ff57-4565-a6d1-7636bb236c34,full_time,onsite,<1,Diploma,Computer & Information Technology,Software,Web Developer,2024-04-29,Pinang, Tangerang, Banten
45,Back-End Developer,Pt. Sumatra Sistem Digital,Kerja di kantor,Rp2jt-Rp5jt,"Laravel,PHP,GIT,JavaScript",https://glints.com/id/opportunities/jobs/back-end-developer/ed825a39-0d96-4dbd-a8a8-aab425a948f3?utm_referrer=explore,ed825a39-0d96-4dbd-a8a8-aab425a948f3,full_time,onsite,1-3,Diploma,Computer & Information Technology,Software,Software Engineer,2024-04-29,Medan Petisah, Medan, Sumatera Utara
46,Back End Developer,PT. Bosowa Berlian Motor,Kerja di kantor,-,"NestJS,PHP,Laravel",https://glints.com/id/opportunities/jobs/back-end-developer/fd039929-242e-470d-9a6b-f451dac8acc4?utm_referrer=explore,fd039929-242e-470d-9a6b-f451dac8acc4,full_time,onsite,1-3,Diploma,Computer & Information Technology,Artificial Intelligence,AI Engineer,2024-04-29,Panakkukang, Makassar, Sulawesi Selatan
47,Front-End Developer Intern,Zettabyte Pte Ltd,Kerja di kantor,-,"Software Development,Frontend Development,JavaScript",https://glints.com/id/opportunities/jobs/front-end-developer-intern/8947d535-b8d8-4959-8bfe-79488a47205f?utm_referrer=explore,8947d535-b8d8-4959-8bfe-79488a47205f,internship,onsite,Minimal SMA/SMK,Software Development,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Kapanewon Depok, Sleman, DI Yogyakarta
48,Back End Developer,PT Rect Media Komputindo,Kerja di kantor,Rp3jt-Rp5jt,"Laravel,PHP,Python,Go / Golang",https://glints.com/id/opportunities/jobs/back-end-developer/fbcc6efd-3e92-47c8-848b-28fd57ee1478?utm_referrer=explore,fbcc6efd-3e92-47c8-848b-28fd57ee1478,full_time,onsite,1-3,Sarjana,Computer & Information Technology,Backend Development,Backend Developer,2024-04-29,Semarang Tengah, Semarang, Jawa Tengah
49,Frontend Engineer,Cooderu,Kerja di kantor,Rp7jt-Rp12jt,"JavaScript,React Native,Software Testing",https://glints.com/id/opportunities/jobs/frontend-engineer/d79a3025-6b8c-42c5-ba16-39bc9fbdbc76?utm_referrer=explore,d79a3025-6b8c-42c5-ba16-39bc9fbdbc76,full_time,onsite,1-3,Diploma,Computer & Information Technology,Frontend Development,Frontend Engineer,2024-04-29,Cisauk, Tangerang, Banten
50,Back End Developer,PT Bangunperkasa Adhitamasentra,Kerja di kantor,-,"API Development,gRPC,SQL,Back-End Web Development,Programming Languages,Core Java,Redis,REST API",https://glints.com/id/opportunities/jobs/back-end-developer/a91f8c38-59b2-4804-afd1-bfae08b42216?utm_referrer=explore,a91f8c38-59b2-4804-afd1-bfae08b42216,full_time,onsite,1-3,Sarjana,Computer & Information Technology,Software,Developer,2024-04-29,Pal Merah, Jakarta Barat, DKI Jakarta
51,Python Developer,Software Seni,Kerja di kantor,-,"HTML5,Django,CSS3,Python,TypeScript,REST API",https://glints.com/id/opportunities/jobs/python-developer/10ba0f5d-672d-463e-8c80-c83909de77af?utm_referrer=explore,10ba0f5d-672d-463e-8c80-c83909de77af,full_time,onsite,3-5,Diploma,Computer & Information Technology,Software,Software Engineer,2024-04-29,Antapani, Bandung, Jawa Barat
52,Java Developer,PT Sigma Global Teknologi,Kerja di kantor,Rp9jt-Rp14jt,"Java,Java Programming,Spring Boot",https://glints.com/id/opportunities/jobs/java-developer/d0dc0bcb-84a1-4da8-9e65-d581901358f2?utm_referrer=explore,d0dc0bcb-84a1-4da8-9e65-d581901358f2,contract,onsite,1-3,Sarjana,Computer & Information Technology,Backend Development,Java Developer,2024-04-29,Senen, Jakarta Pusat, DKI Jakarta
53,Web Developer,Porto Indonesia Sejahtera,Kerja di kantor,-,"HMI Programming,Html / Css / Bootstrap,ERP Software",https://glints.com/id/opportunities/jobs/web-developer/52fe14ee-b336-4945-9b5f-7c4cd5c52003?utm_referrer=explore,52fe14ee-b336-4945-9b5f-7c4cd5c52003,full_time,onsite,<1,Diploma,Computer & Information Technology,Software,Web Developer,2024-04-29,Penjaringan, Jakarta Utara, DKI Jakarta
54,Java Developer,PT.Digital Interaktif Indonesia,Kerja di kantor,Rp8jt-Rp11jt,"JavaScript,Spring Framework,Model-View-Controller (MVC)",https://glints.com/id/opportunities/jobs/java-developer/e3ffa6f5-2c6b-47ae-8919-5622c392ac76?utm_referrer=explore,e3ffa6f5-2c6b-47ae-8919-5622c392ac76,full_time,onsite,3-5,Sarjana,Computer & Information Technology,Backend Development,Java Developer,2024-04-29,Setiabudi, Jakarta Selatan, DKI Jakarta
55,Golang Developer,PT Sigma Global Teknologi,Kerja di kantor,Rp5jt-Rp8jt,"Go / Golang,MongoDB,PostgreSQL,Golang",https://glints.com/id/opportunities/jobs/golang-developer/35fa79a8-42bc-4f5d-be30-901bc1902916?utm_referrer=explore,35fa79a8-42bc-4f5d-be30-901bc1902916,contract,onsite,1-3,Diploma,Computer & Information Technology,Backend Development,Backend Developer,2024-04-29,Kebon Jeruk, Jakarta Barat, DKI Jakarta
56,Fullstack Developer,PT Pasti Makmur Abadi,Kerja di kantor,-,"REST API,Vue.js,React.js,Springboot",https://glints.com/id/opportunities/jobs/fullstack-developer/bdcd5cbd-b04b-41df-8fa1-1e67ecf8f43f?utm_referrer=explore,bdcd5cbd-b04b-41df-8fa1-1e67ecf8f43f,contract,onsite,1-3,Sarjana,Computer & Information Technology,Software,Developer,2024-04-29,Setiabudi, Jakarta Selatan, DKI Jakarta
57,Android Developer,Talent Tech,Kerja di kantor,Rp5jt-Rp8jt,"Android Development,Kotlin,Model-View-Controller (MVC)",https://glints.com/id/opportunities/jobs/android-developer/abb1bf4a-356e-4168-a38d-f45c59711af4?utm_referrer=explore,abb1bf4a-356e-4168-a38d-f45c59711af4,contract,onsite,1-3,Diploma,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff,2024-04-29,Pasar Minggu, Jakarta Selatan, DKI Jakarta
58,Web Developer,Indonesia Logistics Community Service,Kerja di kantor,-,"Laravel,JavaScript,C# .Net,PHP,Web Programming",https://glints.com/id/opportunities/jobs/web-developer/20c84868-57a7-43cb-951c-e3631310b377?utm_referrer=explore,20c84868-57a7-43cb-951c-e3631310b377,full_time,onsite,1-3,Diploma,Computer & Information Technology,Software,Web Developer,2024-04-29,Pabean Cantikan, Surabaya, Jawa Timur
59,Java Developer,PT. Barrans Global Mandiri,Kerja di kantor,Rp7jt-Rp14jt,"Java,PostgreSQL,Quarkus,Spring Framework",https://glints.com/id/opportunities/jobs/java-developer/84a34d8d-21b4-4393-9174-214022e390fa?utm_referrer=explore,84a34d8d-21b4-4393-9174-214022e390fa,contract,onsite,3-5,Diploma,Computer & Information Technology,Backend Development,Backend Developer,2024-04-29,Menteng, Jakarta Pusat, DKI Jakarta
60,Javaspring Developer,PT Entrepreneur Trust Digital,Kerja di kantor,Rp8jt-Rp12jt,"Java Spring Boot,Hibernate,Orm,Spring Framework,Java 8,Spring Boot",https://glints.com/id/opportunities/jobs/javaspring-developer/acf488f1-5557-4db2-9841-100b52bc2721?utm_referrer=explore,acf488f1-5557-4db2-9841-100b52bc2721,full_time,onsite,1-3,Diploma,Computer & Information Technology,Backend Development,Backend Developer,2024-04-29,Menteng, Jakarta Pusat, DKI Jakarta
