,job_title,company_name,salary_range,skill,more_detail_link,job_id,work_type,workplace,years_experience,min_education,sub_category,role,scrapped_date,district,city,province
316,Data Entry Intern - Paid Internship,Flokq,"Rp1,5jt","Google Suite,Teamwork,Microsoft Office,Data Entry",https://glints.com/id/opportunities/jobs/data-entry-intern-paid-internship/9afb2c53-1cce-43dd-aeaa-96ccad628516?utm_referrer=explore,9afb2c53-1cce-43dd-aeaa-96ccad628516,internship,remote,<1,Sarjana,"Network, System & Database Admin",Database Administrator,4/3/2024,Kebayoran Baru, Jakarta Selatan, DKI Jakarta
317,QA Internship,Youtap Indonesia,-,"Automation Testing,QA Automation,Katalon",https://glints.com/id/opportunities/jobs/qa-internship/0a62c2a4-c952-4700-93dc-ffb967819a98?utm_referrer=explore,0a62c2a4-c952-4700-93dc-ffb967819a98,internship,onsite,<1,Sarjana,QA & Software Testing,QA Engineer,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
318,IT Officer,PT Rekruter Infinit Cakrawala,-,"Information Systems,Computer Science,Information Technology,Website Management,Computer Networking,Computer Hardware",https://glints.com/id/opportunities/jobs/it-officer/265cfa5b-f5b1-4f73-888b-e842e1f411b5?utm_referrer=explore,265cfa5b-f5b1-4f73-888b-e842e1f411b5,contract,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",Operations & Technology Professionals,4/3/2024,Kelapa Gading, Jakarta Utara, DKI Jakarta
319,Platform Tech Support Internship,Legit Group,-,"React.js,JavaScript,Java",https://glints.com/id/opportunities/jobs/platform-tech-support-internship/5c6b51ba-eedc-450d-83a8-ca2e58d792d7?utm_referrer=explore,5c6b51ba-eedc-450d-83a8-ca2e58d792d7,internship,onsite,<1,Diploma,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Kebayoran Lama, Jakarta Selatan, DKI Jakarta
320,Electrician,PT Jayasakti Sukses Mandiri,-,"Management Reporting,Corporate Communications,Teamwork,Electricity",https://glints.com/id/opportunities/jobs/electrician/f4f4a1d2-99f3-4cf2-8c0d-a2f13c34244c?utm_referrer=explore,f4f4a1d2-99f3-4cf2-8c0d-a2f13c34244c,contract,onsite,1-3,Sarjana,Electronic & Semiconductor,Electrical Engineer,4/3/2024,Balaraja, Tangerang, Banten
321,Fullstack Web Developer (Joint Development PT BKI),PT Qtasnim Digital Teknologi,-,"Model-View-Controller (MVC),Laravel,SQL,JavaScript,jQuery,PostgreSQL,Angular.js,Node.js,Bootstrap,HTML5,MySQL,CSS3",https://glints.com/id/opportunities/jobs/fullstack-web-developer-joint-development-pt-bki/c7632c29-aeb9-45a0-8e40-48ba157a363d?utm_referrer=explore,c7632c29-aeb9-45a0-8e40-48ba157a363d,contract,onsite,1-3,Sarjana,Full Stack Development,Full Stack Developer,4/3/2024,Tanjung Priok, Jakarta Utara, DKI Jakarta
322,Developer Node JS,Berijalan Yogyakarta,-,"GIT,Node.js,JavaScript",https://glints.com/id/opportunities/jobs/developer-node-js/131cccc4-dd0a-4d2f-b534-32fa7ac03ca5?utm_referrer=explore,131cccc4-dd0a-4d2f-b534-32fa7ac03ca5,contract,onsite,<1,Sarjana,Backend Development,Node.js Developer,4/3/2024,Kapanewon Depok, Sleman, DI Yogyakarta
323,Quality Assurance,Pt Baron Biondi William,Rp5jt-Rp7jt,"Teamwork,Software Development,Software Testing,Problem Solving Skills",https://glints.com/id/opportunities/jobs/quality-assurance/7227001a-c7ba-4bc7-8a17-9fab9153d4f9?utm_referrer=explore,7227001a-c7ba-4bc7-8a17-9fab9153d4f9,full_time,onsite,1-3,Sarjana,QA & Software Testing,Quality Assurance,4/3/2024,Penjaringan, Jakarta Utara, DKI Jakarta
324,Staff IT Support,Supermarket Bangunan Abadi,-,"IT Security,IT Infrastructure Management,IT Service Management",https://glints.com/id/opportunities/jobs/staff-it-support/6f86dd5f-233a-4a6f-a577-8ae810d7cf88?utm_referrer=explore,6f86dd5f-233a-4a6f-a577-8ae810d7cf88,full_time,onsite,1-3,SMA/SMK,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Pondok Aren, Tangerang Selatan, Banten
325,Android Developer,Cakeplabs,Rp4jt-Rp10jt,"Kotlin,Android Development,REST API,API Development,Mobile App Development",https://glints.com/id/opportunities/jobs/android-developer/907398d0-a9c9-4758-9fb6-d0183e35b3aa?utm_referrer=explore,907398d0-a9c9-4758-9fb6-d0183e35b3aa,full_time,onsite,3-5,Sarjana,Mobile Development,Android Developer,4/3/2024,Denpasar Utara, Denpasar, Bali
326,.Net Developer,Sanskara Sanjaya Abadi,Rp5jt-Rp7jt,"REST API,.NET,JavaScript",https://glints.com/id/opportunities/jobs/net-developer/161684b7-8d72-44f0-b34b-24c9798c4e13?utm_referrer=explore,161684b7-8d72-44f0-b34b-24c9798c4e13,full_time,onsite,1-3,Sarjana,Backend Development,.Net Developer,4/3/2024,Cilandak, Jakarta Selatan, DKI Jakarta
327,Sr Java Developer,Sanskara Sanjaya Abadi,-,"MySQL,Agile Methodologies,Hibernate,PostgreSQL",https://glints.com/id/opportunities/jobs/sr-java-developer/978fb795-ac65-4a55-8af5-352f73855079?utm_referrer=explore,978fb795-ac65-4a55-8af5-352f73855079,full_time,onsite,3-5,Sarjana,Software,Java Developer,4/3/2024,Cilandak, Jakarta Selatan, DKI Jakarta
328,Web Programming dan Web Admin,PT Dragon Computer and Communication,"Rp5,2jt-Rp6,5jt","Website Management,Back-End Web Development,Web Design",https://glints.com/id/opportunities/jobs/web-programming-dan-web-admin/96f3a511-c8ec-4909-85ed-2294b70f9c15?utm_referrer=explore,96f3a511-c8ec-4909-85ed-2294b70f9c15,full_time,onsite,1-3,SMA/SMK,Software,Web Developer,4/3/2024,Pademangan, Jakarta Utara, DKI Jakarta
329,Customer Maintenance WiFi Technician,GlobalXtreme,-,"Router Configuration,LAN,Wireless Networking",https://glints.com/id/opportunities/jobs/customer-maintenance-wifi-technician/1cdfdbd0-3994-46be-b735-436a1dd68352?utm_referrer=explore,1cdfdbd0-3994-46be-b735-436a1dd68352,full_time,onsite,<1,SMA/SMK,Telecommunication,Wireless & RF Communication Engineer,4/3/2024,Kuta Utara, Badung, Bali
330,Backend Developer,GlobalXtreme,-,"Laravel,REST API,GIT,SQL",https://glints.com/id/opportunities/jobs/backend-developer/696491bb-9205-4334-9fef-173867a30326?utm_referrer=explore,696491bb-9205-4334-9fef-173867a30326,full_time,onsite,1-3,Sarjana,Backend Development,Backend Developer,4/3/2024,Kuta Utara, Badung, Bali
331,Network Administrator,GlobalXtreme,-,"CCNA,LAN,Cisco,Networking",https://glints.com/id/opportunities/jobs/network-administrator/54c6da77-ac0f-4312-9abb-a321a0c3c6d6?utm_referrer=explore,54c6da77-ac0f-4312-9abb-a321a0c3c6d6,full_time,onsite,<1,SMA/SMK,"Network, System & Database Admin",Network Administrator,4/3/2024,Kuta Utara, Badung, Bali
332,Fullstack Developer (PHP & Flutter),PT Pro Sigmaka Mandiri,-,"Laravel,PHP,Flutter",https://glints.com/id/opportunities/jobs/fullstack-developer-php-and-flutter/fbae307f-8be8-448d-b63c-8631eb9f8e23?utm_referrer=explore,fbae307f-8be8-448d-b63c-8631eb9f8e23,contract,onsite,1-3,Sarjana,Full Stack Development,Full Stack Developer,4/3/2024,Mampang Prapatan, Jakarta Selatan, DKI Jakarta
333,Quality Assurance,PT Kilau Energi Infotama,"Rp4,6jt-Rp5,5jt","Software Quality Assurance,QA Automation,Manual Testing",https://glints.com/id/opportunities/jobs/quality-assurance/91557021-90ed-4ce8-95b5-2be5d266ff22?utm_referrer=explore,91557021-90ed-4ce8-95b5-2be5d266ff22,full_time,onsite,1-3,Diploma,QA & Software Testing,QA Tester,4/3/2024,Tebet, Jakarta Selatan, DKI Jakarta
334,IT Cyber Project Manager,Pt Linov Roket Prestasi,-,"IT Security,Security Management,SDLC,IT Project Management",https://glints.com/id/opportunities/jobs/it-cyber-project-manager/fc7f0369-110d-49e1-be46-e38ac4048084?utm_referrer=explore,fc7f0369-110d-49e1-be46-e38ac4048084,full_time,onsite,5-10,Sarjana,Cyber Security,Project Manager,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
335,IT Database Administrator,Solway Group Asia Pacific,-,"Information Technology,Analytical Skills,Scripting Languages,Python,Administration,Software Documentation",https://glints.com/id/opportunities/jobs/it-database-administrator/11248c13-485d-4400-9c8b-09a7c4161a70?utm_referrer=explore,11248c13-485d-4400-9c8b-09a7c4161a70,full_time,onsite,3-5,Sarjana,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
336,AI RESEARCHER,SMARTM2M Indonesia,Rp10jt-Rp20jt,"Python,Natural Language Processing (NLP),PyTorch",https://glints.com/id/opportunities/jobs/ai-researcher/c7bdf862-9832-402c-982f-e4cf58486403?utm_referrer=explore,c7bdf862-9832-402c-982f-e4cf58486403,full_time,onsite,3-5,Sarjana,Artificial Intelligence,AI Engineer,4/3/2024,Sumur Bandung, Bandung, Jawa Barat
337,Mobile Developer,PT Kreasindo Karya Abadi,-,"Mobile App Development,JavaScript,Android Development,React.js,React Native,Kotlin,API Development,Flutter,Java,GIT",https://glints.com/id/opportunities/jobs/mobile-developer/b066223e-940c-4394-a324-3e68c8fc9e90?utm_referrer=explore,b066223e-940c-4394-a324-3e68c8fc9e90,full_time,onsite,1-3,Diploma,Mobile Development,Mobile Developer,4/3/2024,Serpong, Tangerang Selatan, Banten
338,IT Helpdesk,Inotal Sistema International,"Rp3,5jt-Rp4,5jt","Positive Attitude,Communication Skills,Teamwork,Interpersonal Communication,Microsoft Office",https://glints.com/id/opportunities/jobs/it-helpdesk/3ed3bc5c-b2bc-43c7-9d69-7a39025edaf6?utm_referrer=explore,3ed3bc5c-b2bc-43c7-9d69-7a39025edaf6,contract,onsite,1-3,Diploma,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Antapani, Bandung, Jawa Barat
339,CMS/Database Developer,PT Pengetahuan Tanpa Batas (Konnect),Rp6jt-Rp8jt,"IT Management,CMS,Software Development",https://glints.com/id/opportunities/jobs/cms-database-developer/0756cb4a-f555-420f-b726-8d0e99d03fe0?utm_referrer=explore,0756cb4a-f555-420f-b726-8d0e99d03fe0,full_time,onsite,1-3,Sarjana,"Network, System & Database Admin",CMS Developer,4/3/2024,Kembangan, Jakarta Barat, DKI Jakarta
340,iOS Developer (Native Kotlin),PT Digital Netwerk Venture Indonesia,-,"Swift,iOS Development,Kotlin",https://glints.com/id/opportunities/jobs/ios-developer-native-kotlin/354a4740-cd27-4d22-8117-e950edde5e79?utm_referrer=explore,354a4740-cd27-4d22-8117-e950edde5e79,full_time,onsite,1-3,Sarjana,Mobile Development,iOS Developer,4/3/2024,Blimbing, Malang, Jawa Timur
341,iOS Developer (Native Swift),PT Digital Netwerk Venture Indonesia,-,"Swiftui,iOS Development,Swift",https://glints.com/id/opportunities/jobs/ios-developer-native-swift/8df89eec-c544-405c-a639-28637e7bc2eb?utm_referrer=explore,8df89eec-c544-405c-a639-28637e7bc2eb,full_time,onsite,1-3,Sarjana,Mobile Development,iOS Developer,4/3/2024,Blimbing, Malang, Jawa Timur
342,Data Scientist,Ecentrix,-,"SQL,JavaScript,Microsoft SQL Server,Statistical Data Analysis",https://glints.com/id/opportunities/jobs/data-scientist/c099d9f7-5c1e-4612-93d1-220bf986b167?utm_referrer=explore,c099d9f7-5c1e-4612-93d1-220bf986b167,full_time,onsite,1-3,Diploma,Data,Data Scientist,4/3/2024,Jagakarsa, Jakarta Selatan, DKI Jakarta
343,Software Engineer - Odoo Experienced,PT Inter Sistem Asia,-,"Programming Languages,JavaScript,Python",https://glints.com/id/opportunities/jobs/software-engineer-odoo-experienced/fcd0b459-940e-4b77-959b-fcf9043cbbca?utm_referrer=explore,fcd0b459-940e-4b77-959b-fcf9043cbbca,full_time,onsite,1-3,Sarjana,Software,Software Engineer,4/3/2024,Pasar Minggu, Jakarta Selatan, DKI Jakarta
344,IT Service Manager (for GetPlus),Pt Merah Cipta Media,-,"IT Infrastructure Management,Microsoft 365,AWS Lambda",https://glints.com/id/opportunities/jobs/it-service-manager-for-getplus/9d3beb25-85fb-4cfd-9dff-4fdd3a7d7963?utm_referrer=explore,9d3beb25-85fb-4cfd-9dff-4fdd3a7d7963,full_time,remote,3-5,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Pal Merah, Jakarta Barat, DKI Jakarta
345,Teknisi Laptop,Java Computer,"Rp1,5jt-Rp2jt","Teamwork,Microsoft Office,Computer Hardware,Software Installation",https://glints.com/id/opportunities/jobs/teknisi-laptop/b22dd2b1-cdd5-4d5e-9741-3341726b7ff1?utm_referrer=explore,b22dd2b1-cdd5-4d5e-9741-3341726b7ff1,full_time,onsite,1-3,SMA/SMK,Electronic & Semiconductor,Electronics Engineer,4/3/2024,Taman, Sidoarjo, Jawa Timur
346,Tech Project Manager,PT. Barrans Global Mandiri,-,"Agile Methodologies,Application Development,Software Development,Insurance,Leadership Development,Product Development",https://glints.com/id/opportunities/jobs/tech-project-manager/ae0036c4-db2c-4f59-9072-61e32c483577?utm_referrer=explore,ae0036c4-db2c-4f59-9072-61e32c483577,full_time,onsite,1-3,Diploma,Senior Technical Position,Technical Manager,4/3/2024,Menteng, Jakarta Pusat, DKI Jakarta
347,IT Manager,PT Reka Multi Aptika,Rp13jt-Rp25jt,"English Languange,Problem Solving Skills,Communication Skills",https://glints.com/id/opportunities/jobs/it-manager/be68dad8-7fef-4c43-9d87-e6a7a0209404?utm_referrer=explore,be68dad8-7fef-4c43-9d87-e6a7a0209404,full_time,onsite,3-5,Sarjana,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Senen, Jakarta Pusat, DKI Jakarta
348,Senior Windows Server Engineer,Ayo Berinovasi Internasional,-,"English Languange,Computer Science,Software Engineering,Windows Server Administration",https://glints.com/id/opportunities/jobs/senior-windows-server-engineer/40f3c4f5-9472-438b-ab7f-792d6379f542?utm_referrer=explore,40f3c4f5-9472-438b-ab7f-792d6379f542,full_time,onsite,5-10,Sarjana,Software,Software Engineer,4/3/2024,Cisauk, Tangerang, Banten
349,Technical Manager,Ayo Berinovasi Internasional,-,"Leadership Development,Software Engineering,English Languange,Computer Science",https://glints.com/id/opportunities/jobs/technical-manager/e50f87eb-737c-463c-bbbf-82ae58fe3920?utm_referrer=explore,e50f87eb-737c-463c-bbbf-82ae58fe3920,full_time,onsite,>10,Sarjana,Senior Technical Position,Technical Manager,4/3/2024,Cisauk, Tangerang, Banten
350,Automation Tester Intern,PT. Smartfren Telecom Tbk,-,"Test Automation,QA Automation,SDLC",https://glints.com/id/opportunities/jobs/automation-tester-intern/54bf19a9-77e9-4f4a-a5cb-17ab45c040f8?utm_referrer=explore,54bf19a9-77e9-4f4a-a5cb-17ab45c040f8,internship,onsite,<1,Sarjana,QA & Software Testing,QA Tester,4/3/2024,Menteng, Jakarta Pusat, DKI Jakarta
351,Senior Network Engineer,Ayo Berinovasi Internasional,-,"English Languange,Azure,Computer Science,Computer Networking",https://glints.com/id/opportunities/jobs/senior-network-engineer/fec01ddc-faa1-43c0-9075-2f245129d0bf?utm_referrer=explore,fec01ddc-faa1-43c0-9075-2f245129d0bf,full_time,onsite,1-3,Sarjana,"Network, System & Database Admin",Network Engineer,4/3/2024,Cisauk, Tangerang, Banten
352,IT Odoo Developer,PT INDOCARE CITRAPASIFIC,Rp6jt-Rp11jt,"Odoo Functional,Python,ERP Software,Odoo Framework,Odoo Coding,PostgreSQL",https://glints.com/id/opportunities/jobs/it-odoo-developer/8b1ad79a-f099-48fb-a53d-6f50b11f0492?utm_referrer=explore,8b1ad79a-f099-48fb-a53d-6f50b11f0492,full_time,onsite,1-3,Sarjana,Software,Odoo Developer,4/3/2024,Kembangan, Jakarta Barat, DKI Jakarta
353,Teknisi Elektronika,PT Horus Technology,"Rp2,2jt-Rp3jt","Software Engineering,Maintenance Engineering,Electricity,Teamwork,Internet of Things (IoT),PCB Design",https://glints.com/id/opportunities/jobs/teknisi-elektronika/848ba3d6-5a1a-4577-adc7-b783bf495479?utm_referrer=explore,848ba3d6-5a1a-4577-adc7-b783bf495479,full_time,onsite,1-3,SMA/SMK,Electronic & Semiconductor,Electronics Engineer,4/3/2024,Kapanewon Mlati, Sleman, DI Yogyakarta
354,Engineering,The Place Retreats,-,"Proactive,Maintenance Engineering,Attention to Detail",https://glints.com/id/opportunities/jobs/engineering/e9257ae3-7288-4bd9-84cd-fade7696acc9?utm_referrer=explore,e9257ae3-7288-4bd9-84cd-fade7696acc9,full_time,onsite,1-3,SMA/SMK,Senior Technical Position,Software Engineering Manager,4/3/2024,Kuta Utara, Badung, Bali
355,Backend Developer,PT Spasial Teknologi Indonesia,-,"Teamwork,Back-End Web Development,Strong Communication Skills",https://glints.com/id/opportunities/jobs/backend-developer/d1ce990e-2858-4090-9ff1-baf1696e7ec8?utm_referrer=explore,d1ce990e-2858-4090-9ff1-baf1696e7ec8,full_time,onsite,1-3,Diploma,Backend Development,Backend Developer,4/3/2024,Antapani, Bandung, Jawa Barat
356,Mobile (Flutter) Engineer,PT. Solusi Kode Indonesia,-,"Frontend Development,Back-End Web Development,Web Development",https://glints.com/id/opportunities/jobs/mobile-flutter-engineer/474ae789-0aa2-4d1a-8bca-af4f4f1f726e?utm_referrer=explore,474ae789-0aa2-4d1a-8bca-af4f4f1f726e,full_time,remote,1-3,Sarjana,Mobile Development,Flutter Developer,4/3/2024,Ciputat, Tangerang Selatan, Banten
357,Presales / IT Support,PT Panduwan Aditian Teknologi,Rp3jt-Rp5jt,"Networking,Presentation Skills,Problem Solving Skills",https://glints.com/id/opportunities/jobs/presales-it-support/b8c51039-1628-472b-a9f8-170473e04da2?utm_referrer=explore,b8c51039-1628-472b-a9f8-170473e04da2,full_time,onsite,1-3,Diploma,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Kalideres, Jakarta Barat, DKI Jakarta
358,Backend Developer Internship,KPPA Digital Logistics Solutions Pte Ltd,-,".NET,C# Programing,Teamwork And Interpersonal Skillls,High Curiosity,English Speaking",https://glints.com/id/opportunities/jobs/backend-developer-internship/25e142c2-344e-4918-8d1f-9801aa6075a1?utm_referrer=explore,25e142c2-344e-4918-8d1f-9801aa6075a1,internship,onsite,<1,Sarjana,Backend Development,Backend Developer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
359,iOS Developer,Cakeplabs,Rp4jt-Rp10jt,"API Development,Swift,REST API,iOS Development,Mobile App Development",https://glints.com/id/opportunities/jobs/ios-developer/c6d7606f-4907-47fa-a651-4b3d67931869?utm_referrer=explore,c6d7606f-4907-47fa-a651-4b3d67931869,full_time,onsite,3-5,Sarjana,Mobile Development,iOS Developer,4/3/2024,Denpasar Timur, Denpasar, Bali
360,Teknisi Listrik,PT Indodaya Alih Tama,"Rp4,3jt-Rp5jt","Strong Communication Skills,Kemampuan Melakukan Analisis,Kemampuan Berpikir Kritis",https://glints.com/id/opportunities/jobs/teknisi-listrik/3dca548e-dccc-4870-a086-93e6656b8508?utm_referrer=explore,3dca548e-dccc-4870-a086-93e6656b8508,full_time,onsite,1-3,SMA/SMK,Electronic & Semiconductor,Electrical Engineer,4/3/2024,Balaraja, Tangerang, Banten
361,Electrical Engineer,PT Ispat Bukit Baja,-,"Software Development,Hardware Engineering,Troubleshooting",https://glints.com/id/opportunities/jobs/electrical-engineer/b67a36e6-94d0-4749-bcfc-2675ed9f80d3?utm_referrer=explore,b67a36e6-94d0-4749-bcfc-2675ed9f80d3,full_time,onsite,1-3,Diploma,Electronic & Semiconductor,Electronics Engineer,4/3/2024,Bekasi Utara, Bekasi, Jawa Barat
362,Teknisi Elektronik,PT Orrohome Indonesia,-,"Teamwork,Teknisis Elektronik,Strong Communication Skills,Internal Communications",https://glints.com/id/opportunities/jobs/teknisi-elektronik/1cc14162-ac60-4ad9-9028-d32184dbfab7?utm_referrer=explore,1cc14162-ac60-4ad9-9028-d32184dbfab7,full_time,onsite,<1,SMA/SMK,Electronic & Semiconductor,Electronics Technician,4/3/2024,Kosambi, Tangerang, Banten
363,Frontend Developer (ERPNext),Pt Wowrack Indonesia,-,"Erpnext,Frappe,GIT,Frontend Development,CSS3,Project Management,ERP Software,JavaScript",https://glints.com/id/opportunities/jobs/frontend-developer-erpnext/256ebb5d-f6f2-455e-bea8-fd4c559af2d9?utm_referrer=explore,256ebb5d-f6f2-455e-bea8-fd4c559af2d9,full_time,onsite,3-5,Diploma,Frontend Development,Frontend Engineer,4/3/2024,Genteng, Surabaya, Jawa Timur
364,IT Support Intern,PT VENTURA SEMESTA WISATA,-,"Communication Skills,IT Management,Teamwork",https://glints.com/id/opportunities/jobs/it-support-intern/ec314c90-29ca-48f8-86ec-030b5673cf8c?utm_referrer=explore,ec314c90-29ca-48f8-86ec-030b5673cf8c,internship,onsite,<1,Diploma,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Sukmajaya, Depok, Jawa Barat
365,Web Developer,Edumatrix Indonesia,"Rp2,2jt-Rp2,3jt","React.js,MySQL,Laravel,Web Development,Coding,React Native",https://glints.com/id/opportunities/jobs/web-developer/85c47d8e-2506-4829-a264-3f7ed194b0d7?utm_referrer=explore,85c47d8e-2506-4829-a264-3f7ed194b0d7,full_time,onsite,1-3,SMA/SMK,Software,Web Developer,4/3/2024,Kapanewon Mlati, Sleman, DI Yogyakarta
366,QC Software,PT Indotank Group,Rp5jt-Rp7jt,"Software Quality Assurance,Software Testing,Software Development",https://glints.com/id/opportunities/jobs/qc-software/135c7bc3-beb6-4db0-81c9-b0f46eb97ca3?utm_referrer=explore,135c7bc3-beb6-4db0-81c9-b0f46eb97ca3,full_time,onsite,<1,Sarjana,Software,Software Engineer,4/3/2024,Asem Rowo, Surabaya, Jawa Timur
