Role,Company Name,Location,Posted Date,Extracted Date,Key Skill,Experience,Job Description,More Detail
Senior / Lead Data Analyst job in Gurgaon,crescendo global,Gurgaon,6 days ago,2024-02-19,"data analysis  ,   business analytics  ,   powerbi  ,   sql  ,   etl   ,  visualization  ,  business requirements  ,  dashboards  ,  telecom  ,  data analytics  ,  data analyst",5 - 8 yrs,Senior / Lead Data AnalystLocation: GurgaonDiscipline: Data Analytics / Business AnalyticsJob type: PermanentContact name: Manisha JhaContact email: manisha.jha@crescendogroup...,https://www.timesjobs.com/job-detail/senior-lead-data-analyst-job-in-gurgaon-crescendo-global-gurgaon-5-to-8-yrs-jobid-hLaQrxfng3NzpSvf__PLUS__uAgZw==&source=srp
Client Success Analyst  ( Data Analyst )  at Bandra,2Soft Solutions Pvt. Ltd.,Mumbai,few days ago,2024-02-19,"data analysis  ,   excel  ,   market research  ,   analytics  ,   reporting   ,  dashboards  ,  customer success  ,  consulting  ,  data analyst",3 - 6 yrs,2Soft Solutions Pvt Ltd is one of the foremost IT Recruitment Consultants with 11 years of experience based in Mumbai with services to PAN India. We has efficiency  &  experie...,https://www.timesjobs.com/job-detail/client-success-analyst-data-analyst-at-bandra-2soft-solutions-pvt-ltd-mumbai-3-to-6-yrs-jobid-xijsq6e1NtlzpSvf__PLUS__uAgZw==&source=srp
Data Analyst  /  Scientist 3 - Zynga - Zynga,ZYNGA,Bengaluru / Bangalore,few days ago,2024-02-19,"data analysis  ,   data science  ,   sql  ,   python  ,   machine learning   ,  games  ,  messaging  ,  hadoop  ,  san",7 - 10 yrs,"AVAILABLE POSITIONS Data Analyst  /  Scientist 3 Careers Category: OtherCareers location: Bengaluru ,  IndiaConnected Worker Type: ConnectedRequisition Id: R_111219Why ZyngaZy...",https://www.timesjobs.com/job-detail/data-analyst-scientist-3-zynga-zynga-zynga-bengaluru-bangalore-7-to-10-yrs-jobid-IRLw2eFOQpZzpSvf__PLUS__uAgZw==&source=srp
"Data Analyst-Processing Mining , Ind , Blr Grp 4.2",ANZ GRINDLAYS BANK,Bengaluru / Bangalore,few days ago,2024-02-19,"data analysis   ,   process mining   ,   automation   ,   business insights   ,   visualizations   ,  bi  ,  sql  ,  security  ,  data analyst  ,  tableau  ,  business process  ,  business process management  ,  data governance",5 - 9 yrs,"Data Analyst-Processing Mining , Ind , Blr Grp 4.2Data Analyst-Processing Mining , Ind , Blr Grp 4.2Req ID: 58268Department: AR Customer Services Ops Customer Service Innovati...",https://www.timesjobs.com/job-detail/data-analyst-processing-mining-ind-blr-grp-4-2-anz-grindlays-bank-bengaluru-bangalore-5-to-9-yrs-jobid-X__SLASH__4jUHQ60bxzpSvf__PLUS__uAgZw==&source=srp
Dun  &  Bradstreet - Senior Data Analyst  ( R-15335 ),dun and bradstreet india pvt ltd,Hyderabad/Secunderabad,few days ago,2024-02-19,"data analysis  ,   sql  ,   data modeling  ,   powerbi  ,   agile project management   ,  information technology  ,  devops  ,  xml  ,  data structures  ,  python  ,  scala  ,  json  ,  cloud computing  ,  problem solving  ,  team player  ,  machine learning",5 - 8 yrs,Senior Data Analyst  ( R-15335 )  Hyderabad - IndiaTechnology  / Employee: Full Time /  On-siteWhy We Work at Dun  &  BradstreetDun  &  Bradstreet unlocks the power of data th...,https://www.timesjobs.com/job-detail/dun-bradstreet-senior-data-analyst-r-15335-dun-and-bradstreet-india-pvt-ltd-hyderabad-secunderabad-5-to-8-yrs-jobid-VaVyEAgx3aRzpSvf__PLUS__uAgZw==&source=srp
AWS Solution Architect Internship in Pune,"Maxgen Technologies
     (More Jobs)",(More Jobs),a month ago,2024-02-19,data analyst,0 - 1 yrs,Maxgen Technologies Pvt ltd offers live project Winter Internship in Pune . We are offering internships in Aws solution architect.Reason to choose us ?Long-time or Short-time ...,https://www.timesjobs.com/job-detail/aws-solution-architect-internship-in-pune-maxgen-technologies-pune-jalgaon-kolhapur-nagpur-solapur-0-to-1-yrs-jobid-HPJW__PLUS__6IPjtlzpSvf__PLUS__uAgZw==&source=srp
Data Analytics,HyreFox Consultants,Jaipur,6 days ago,2024-02-19,"data analytics  ,  data analyst  ,   prioritize business",0 - 3 yrs,"We are looking for a passionate certified Data Analyst. The successful candidate will turn data into information ,  information into insight and insight into business decision...",https://www.timesjobs.com/job-detail/data-analytics-hyrefox-consultants-jaipur-0-to-3-yrs-jobid-Q5PP8Yp7Z__PLUS__9zpSvf__PLUS__uAgZw==&source=srp
Data Architect,Cotocus,Bengaluru / Bangalore,few days ago,2024-02-19,"data analysis  ,  data analyst  ,  data visualization",0 - 3 yrs,"Job Description Activities Develop conceptual ,  logical and physical data models to support data analysis ,  data warehouse and data visualization ,  Digital Twins and Scenar...",https://www.timesjobs.com/job-detail/data-architect-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-kIIBIl__PLUS__9DphzpSvf__PLUS__uAgZw==&source=srp
Data Scientist,"SKYWALK VISA IMMIGRATION SERVICES LLP
     (More Jobs)",(More Jobs),a month ago,2024-02-19,"Data Science  ,  Data Scientist  ,  Data Analysis  ,  data analyst  ,  statistical modeling",2 - 7 yrs,"If you have a query then contact to Mr ,  Aman-9863937736.Responsibilities: Undertake preprocessing of structured and unstructured data.Build data products to extract valuable...",https://www.timesjobs.com/job-detail/data-scientist-skywalk-visa-immigration-services-llp-singapore-2-to-7-yrs-jobid-HrnRbjOlWdFzpSvf__PLUS__uAgZw==&source=srp
Associate Data Steward,Informatica,Bengaluru / Bangalore,6 days ago,2024-02-19,"informatica mdm  ,   d & b hoovers  ,   data analyst  ,   sql  ,   business process development   ,  salesforce  ,  oracle",2 - 5 yrs,"Job Number: 36734Primary Location: Bangalore ,  Karnataka INExperience Level: AssociateTravel Requirement: LimitedBuild Your Career at InformaticaWe're looking for a diverse g...",https://www.timesjobs.com/job-detail/associate-data-steward-informatica-bengaluru-bangalore-2-to-5-yrs-jobid-gbkgclzL3gFzpSvf__PLUS__uAgZw==&source=srp
Procurement  &  Supply Chain Analytics,statxo analytics,Gurgaon,5 days ago,2024-02-19,"visualization  ,  dashboards  ,  sql  ,  advanced excel  ,  telecom  ,  arima  ,  macros  ,  data analysis  ,  data analyst  ,  alteryx  ,  tableau  ,  written communication",3 - 8 yrs,Procurement  &  Supply Chain Analytics Designation: Procurement Analyst /  Spend Data AnalystLocation: Gurgaon  ( hybrid work model  office   work from home ) Experience Requi...,https://www.timesjobs.com/job-detail/procurement-supply-chain-analytics-statxo-analytics-gurgaon-3-to-8-yrs-jobid-pT12hEUZEc1zpSvf__PLUS__uAgZw==&source=srp
Digital Analytics Analyst,IDP EDUCATION INDIA PVT LTD,Chennai,few days ago,2024-02-19,"visualization  ,  data mining  ,  bi  ,  dashboards  ,  sql  ,  data visualization  ,  data analysis  ,  mobile  ,  data analyst  ,  tableau  ,  analyst",3 - 4 yrs,"An ASX100 business part that is owned by Australian universities ,  IDP is a pioneer in international educationservices. Our core business lines include student placement to A...",https://www.timesjobs.com/job-detail/digital-analytics-analyst-idp-education-india-pvt-ltd-chennai-3-to-4-yrs-jobid-p__SLASH__Me__PLUS__YivNY9zpSvf__PLUS__uAgZw==&source=srp
Real World Data  ( RWD )  Analyst - Link SiteBase,Veeva Systems,,few days ago,2024-02-19,"sql  ,  database  ,  software engineering  ,  san  ,  data analytics  ,  customer success  ,  consulting  ,  data analyst  ,  data governance  ,  analyst  ,  forms",1 - 4 yrs,"Veeva is a mission-driven organization that aspires to help our customers in Life Sciences and Regulated industries bring their products to market ,  faster. We are shaped by ...",https://www.timesjobs.com/job-detail/real-world-data-rwd-analyst-link-sitebase-veeva-systems-1-to-4-yrs-jobid-bOn9bhuFIzVzpSvf__PLUS__uAgZw==&source=srp
Real World Data  ( RWD )  Analyst - Link SiteBase,Veeva Systems,Germany,few days ago,2024-02-19,"sql  ,  database  ,  software engineering  ,  san  ,  data analytics  ,  customer success  ,  consulting  ,  data analyst  ,  data governance  ,  analyst  ,  forms",1 - 4 yrs,"Veeva is a mission-driven organization that aspires to help our customers in Life Sciences and Regulated industries bring their products to market ,  faster. We are shaped by ...",https://www.timesjobs.com/job-detail/real-world-data-rwd-analyst-link-sitebase-veeva-systems-germany-1-to-4-yrs-jobid-te8meZOBfNJzpSvf__PLUS__uAgZw==&source=srp
Real World Data  ( RWD )  Analyst - Link SiteBase,Veeva Systems,,few days ago,2024-02-19,"sql  ,  database  ,  software engineering  ,  san  ,  data analytics  ,  customer success  ,  consulting  ,  data analyst  ,  data governance  ,  analyst  ,  forms",1 - 4 yrs,"Veeva is a mission-driven organization that aspires to help our customers in Life Sciences and Regulated industries bring their products to market ,  faster. We are shaped by ...",https://www.timesjobs.com/job-detail/real-world-data-rwd-analyst-link-sitebase-veeva-systems-1-to-4-yrs-jobid-8csQ6yfL1t9zpSvf__PLUS__uAgZw==&source=srp
Power BI Developer,Relevance Lab Inc,Bengaluru / Bangalore,few days ago,2024-02-19,"power bi  ,   dax  ,   t sql  ,   ssrs  ,   data analyst  ,   sql   ,  algorithms  ,  graphics  ,  t-sql  ,  oracle server  ,  gateway",5 - 8 yrs,"Power BI Developer Work Location: Work from Home / Bangalore Experience: 5 - 8 yearsRequired Skills: Power BI ,  DAX ,  T-SQL ,  SSRS ,  Data Analyst ,  SQLResponsibilities:Us...",https://www.timesjobs.com/job-detail/power-bi-developer-relevance-lab-inc-bengaluru-bangalore-5-to-8-yrs-jobid-i2jYzoJd2PdzpSvf__PLUS__uAgZw==&source=srp
HR Manager,"INCITE HR SERVICES PRIVATE LIMITED
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Hr Recruiter  ,  hr executive  ,  back office  ,  team leader  ,  data analyst  ,  cold calling  ,  Marketing  ,  manager  ,  sales   ,  accountant",0 - 1 yrs,"Duties / Responsibilities:Develops ,  facilitates ,  and implements all phases of the recruitment process.Collaborates with department managers to identify and draft detailed ...",https://www.timesjobs.com/job-detail/hr-manager-incite-hr-services-private-limited-surat-0-to-1-yrs-jobid-9MbLQ0WmYJlzpSvf__PLUS__uAgZw==&source=srp
Data Scientist,"SKYWALK VISA IMMIGRATION SERVICES LLP
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Data Science  ,  Data Scientist  ,  Data Analysis  ,  data analyst  ,  statistical modeling  ,  Data Visualization",2 - 7 yrs,"If you have a query then contact to Mr ,  Aman-8448871244.Roles  &  Responsibilities:Be an Individual Contributor to the Analytics Research and Development team and solve real...",https://www.timesjobs.com/job-detail/data-scientist-skywalk-visa-immigration-services-llp-new-zealand-null-2-to-7-yrs-jobid-6bIRsssauJpzpSvf__PLUS__uAgZw==&source=srp
Data Scientist,"SKYWALK VISA IMMIGRATION SERVICES LLP
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Data Science  ,  Data Scientist  ,  Data Analysis  ,  data analyst  ,  statistical modeling  ,  Data Visualization",2 - 7 yrs,"If you have a query then contact to Mr ,  Aman-8448871244.Roles  &  Responsibilities:Be an Individual Contributor to the Analytics Research and Development team and solve real...",https://www.timesjobs.com/job-detail/data-scientist-skywalk-visa-immigration-services-llp-canada-germany-2-to-7-yrs-jobid-jKF2Izr5zClzpSvf__PLUS__uAgZw==&source=srp
Digital Analytics Analyst,IDP EDUCATION INDIA PVT LTD,Chennai,few days ago,2024-02-19,"data analysis   ,   digital analytics   ,   google analytics   ,   google tag manager   ,   data visualization   ,  data mining  ,  bi  ,  dashboards  ,  sql  ,  mobile  ,  data analyst  ,  tableau",3 - 4 yrs,"Digital Analytics Analyst Digital Campus - Data Engineering | Chennai ,  Tamil Nadu ,  India | Full Time Job DescriptionJOB DESCRIPTIONAn ASX100 business part that is owned by...",https://www.timesjobs.com/job-detail/digital-analytics-analyst-idp-education-india-pvt-ltd-chennai-3-to-4-yrs-jobid-sw8vJT2rgWtzpSvf__PLUS__uAgZw==&source=srp
Assistant Manager - SASE Engineering,Tata Communications Ltd,Bengaluru / Bangalore,few days ago,2024-02-19,"data science   ,   data analysis   ,   r programming   ,   sql   ,   data visualization    ,  bi  ,  dashboards  ,  data scientist  ,  data analytics  ,  information management  ,  data analyst  ,  tableau",4 - 7 yrs,"Assistant Manager - SASE EngineeringDate: 9 Feb 2024Location: Bengaluru ,  IndiaCompany: Tata CommunicationsBroad outline of the RoleResponsible for implementation of advanced...",https://www.timesjobs.com/job-detail/assistant-manager-sase-engineering-tata-communications-ltd-bengaluru-bangalore-4-to-7-yrs-jobid-LBPcbyQw__SLASH__ZlzpSvf__PLUS__uAgZw==&source=srp
Power App Tech Lead and Account Manager,bitscape infotech pvt. ltd.,Ahmedabad,a month ago,2024-02-19,"power bi desktop   ,   power bi administration   ,   sql server     ,   data analyst   ,   etl tool   (  ssis  )     ,  security  ,  database  ,  bi developer  ,  gateway",2 - 5 yrs,"Power BI DeveloperJob Code: BBISEP20Ahmedabad ,  IndiaFull Time3 PositionRequired Experience :- 2 to 5 YearSalary :- Depends On CandidatureQualification :- Any Graduate  ( IT ...",https://www.timesjobs.com/job-detail/power-app-tech-lead-and-account-manager-bitscape-infotech-pvt-ltd-ahmedabad-2-to-5-yrs-jobid-dbiupb6SCMtzpSvf__PLUS__uAgZw==&source=srp
Senior Data Quality Analyst,ANZ GRINDLAYS BANK,Bengaluru / Bangalore,6 days ago,2024-02-19,"data governance   ,   risk data governance   ,   data analyst   ,   business analyst   ,   system analyst   ,  bi  ,  sql  ,  cpg  ,  data analytics  ,  data analysis  ,  sas  ,  information management  ,  tableau",6 - 9 yrs,Senior Data Quality AnalystReq ID: 59882Department: Risk Metrics  & amp; Measurement - Group Risk InformationDivision: RiskLocation: BengaluruAbout the roleAt ANZ our purpose ...,https://www.timesjobs.com/job-detail/senior-data-quality-analyst-anz-grindlays-bank-bengaluru-bangalore-6-to-9-yrs-jobid-6BIGPCKNGw5zpSvf__PLUS__uAgZw==&source=srp
Manager - Data Quality and Assurance,ANZ GRINDLAYS BANK,Bengaluru / Bangalore,few days ago,2024-02-19,"data governance   ,   risk data governance   ,   data analyst   ,   business analyst   ,   system analyst   ,  bi  ,  sql  ,  cpg  ,  data analytics  ,  data analysis  ,  sas  ,  information management  ,  tableau",10 - 13 yrs,Manager - Data Quality and AssuranceReq ID: 59689Department: Risk Metrics  & amp; Measurement - Group Risk InformatioDivision: RiskLocation: BengaluruAbout the roleAt ANZ our ...,https://www.timesjobs.com/job-detail/manager-data-quality-and-assurance-anz-grindlays-bank-bengaluru-bangalore-10-to-13-yrs-jobid-S5LU5yH94dhzpSvf__PLUS__uAgZw==&source=srp
"Principal ,  Sourcing  &  Reporting",BOSTON SCIENTIFIC,Gurgaon,few days ago,2024-02-19,"data analysis  ,     ,   reporting  ,     ,   sourcing  ,     ,   procurement  ,     ,   supply chain   ,  information technology  ,  dashboards  ,  alteryx  ,  analytics reporting  ,  vba  ,  business analyst  ,  sql  ,  data analyst  ,  tableau  ,  visio",10 - 13 yrs,"Principal ,  Sourcing  &  ReportingWork mode: HybridOnsite Location ( s ) : Gurgaon ,  INAdditional Locations: N / ADiversity - Innovation - Caring - Global Collaboration - Wi...",https://www.timesjobs.com/job-detail/principal-sourcing-reporting-boston-scientific-gurgaon-10-to-13-yrs-jobid-4zOJdRtTJrFzpSvf__PLUS__uAgZw==&source=srp
Advanced Sales Analyst,kelly outsourcing,Bengaluru / Bangalore,6 days ago,2024-02-19,"data analyst   ,   sales forecasting   ,   matlab   ,   sql   ,   python   ,  visualization  ,  data mining  ,  bi  ,  spss  ,  database  ,  data science  ,  sap bw  ,  advanced analytics  ,  sas  ,  spotfire  ,  predictive analytics  ,  business process",5 - 7 yrs,"Job Title: Advanced Sales AnalystLocation: BangaloreExperience: 5 to 7 YearsQualification: BE  ,  B.Tech  ,  MBA  ,  B.Sc.Skillsets: Data Analyst ,  Sales Forecasting  ,  Matl...",https://www.timesjobs.com/job-detail/advanced-sales-analyst-kelly-outsourcing-bengaluru-bangalore-5-to-7-yrs-jobid-NNJV1nS6Sj5zpSvf__PLUS__uAgZw==&source=srp
Assistant Manager - SASE Engineering,Tata Communications Ltd,Bengaluru / Bangalore,few days ago,2024-02-19,"data science   ,   data analysis   ,   r programming   ,   sql   ,   statistical approaches   ,  bi  ,  dashboards  ,  data scientist  ,  data visualization  ,  data analytics  ,  information management  ,  data analyst  ,  tableau",4 - 7 yrs,"Assistant Manager - SASE EngineeringDate: 9 Feb 2024Location: Bengaluru ,  IndiaCompany: Tata CommunicationsBroad outline of the RoleResponsible for implementation of advanced...",https://www.timesjobs.com/job-detail/assistant-manager-sase-engineering-tata-communications-ltd-bengaluru-bangalore-4-to-7-yrs-jobid-ADwe__PLUS__udJNYVzpSvf__PLUS__uAgZw==&source=srp
Assistant Manager - SASE Engineering,Tata Communications Ltd,Bengaluru / Bangalore,few days ago,2024-02-19,"data science   ,   data analysis   ,   r programming   ,   sql   ,   statistical techniques   ,  bi  ,  dashboards  ,  data scientist  ,  data visualization  ,  data analytics  ,  information management  ,  data analyst  ,  tableau",4 - 7 yrs,"Assistant Manager - SASE EngineeringDate: 8 Feb 2024Location: Bengaluru ,  IndiaCompany: Tata CommunicationsBroad outline of the RoleResponsible for implementation of advanced...",https://www.timesjobs.com/job-detail/assistant-manager-sase-engineering-tata-communications-ltd-bengaluru-bangalore-4-to-7-yrs-jobid-eFr2lQoK2XRzpSvf__PLUS__uAgZw==&source=srp
Assistant Manager - SASE Engineering,Tata Communications Ltd,Bengaluru / Bangalore,few days ago,2024-02-19,"advanced intelligence   ,   analytics   ,   data science   ,   data architecture   ,   data visualization   ,  bi  ,  dashboards  ,  sql  ,  data scientist  ,  data analysis  ,  data analytics  ,  information management  ,  data analyst  ,  tableau",4 - 7 yrs,"Assistant Manager - SASE EngineeringDate: 7 Feb 2024Location: Bengaluru ,  IndiaCompany: Tata CommunicationsBroad outline of the RoleResponsible for implementation of advanced...",https://www.timesjobs.com/job-detail/assistant-manager-sase-engineering-tata-communications-ltd-bengaluru-bangalore-4-to-7-yrs-jobid-GaEL4OPLeCxzpSvf__PLUS__uAgZw==&source=srp
Manager - Analytics,Sigmoid,Bengaluru / Bangalore,few days ago,2024-02-19,"data analytics   ,   data visualization   ,   business intelligence   ,   statistical  /  ml techniques   ,   team management   ,  san  ,  advanced analytics  ,  spotfire  ,  bi  ,  data analyst  ,  tableau  ,  data science  ,  client interaction  ,  sql database",5 - 8 yrs,"Sigmoid Analytics is a leading Data solutions company backed by Sequoia Capital. We oer best in-end-to-end data value chain spanning across Data Science ,  Data Engineering an...",https://www.timesjobs.com/job-detail/manager-analytics-sigmoid-bengaluru-bangalore-5-to-8-yrs-jobid-0MCpA2NcF7BzpSvf__PLUS__uAgZw==&source=srp
"Lead Analyst /  Senior Lead Analyst ,  Insights",COLT TECHNOLOGY SERVICES INDIA PVT LTD,Bengaluru / Bangalore,few days ago,2024-02-19,"data analytics   ,   business insights   ,   data analysis   ,   visualization tools   ,   communication skills   ,  bi  ,  sql  ,  database  ,  data science  ,  use cases  ,  lead analyst  ,  predictive analytics  ,  data analyst  ,  tableau  ,  consultant  ,  infrastructure",5 - 8 yrs,"Lead Analyst /  Senior Lead Analyst ,  InsightsJob id: 34212Job location: Bangalore ,  IN Gurugram ,  INColt provides network ,  voice and data centre services to thousands of...",https://www.timesjobs.com/job-detail/lead-analyst-senior-lead-analyst-insights-colt-technology-services-india-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-8h5YneiWRdBzpSvf__PLUS__uAgZw==&source=srp
"Lead Analyst /  Senior Lead Analyst ,  Insights",COLT TECHNOLOGY SERVICES INDIA PVT LTD,Bengaluru / Bangalore,few days ago,2024-02-19,"data analytics   ,   business insights   ,   data analysis   ,   visualization tools   ,   communication skills   ,  bi  ,  sql  ,  database  ,  data science  ,  use cases  ,  lead analyst  ,  predictive analytics  ,  data analyst  ,  tableau  ,  consultant  ,  infrastructure",5 - 8 yrs,"Lead Analyst /  Senior Lead Analyst ,  InsightsJob id: 34212Job location: Bangalore ,  IN Gurugram ,  INColt provides network ,  voice and data centre services to thousands of...",https://www.timesjobs.com/job-detail/lead-analyst-senior-lead-analyst-insights-colt-technology-services-india-pvt-ltd-bengaluru-bangalore-5-to-8-yrs-jobid-XTwTVgOIZtdzpSvf__PLUS__uAgZw==&source=srp
Process Excellence Analyst,International Flavors & Fragrances India Ltd,Hyderabad/Secunderabad,few days ago,2024-02-19,"power bi   ,   python   ,   sql   ,   data analysis   ,   project management   ,  business requirements  ,  dashboards  ,  business objects  ,  linear regression  ,  spss  ,  vba excel  ,  data extraction  ,  data visualization  ,  sas  ,  data analyst  ,  statistical analysis",3 - 5 yrs,"Process Excellence AnalystDate: Jan 4 ,  2024Location: Hyderabad ,  Telangana ,  IN ,  500008Company: IFF Family of CompaniesReq Id : 494517Job DescriptionAre you inspired to ...",https://www.timesjobs.com/job-detail/process-excellence-analyst-international-flavors-fragrances-india-ltd-hyderabad-secunderabad-3-to-5-yrs-jobid-F2D7vJJDsAFzpSvf__PLUS__uAgZw==&source=srp
Database Analysts and Data Administrators Req in Canada OINP,"I2CANZ OUTSOURCING PRIVATE LIMITED
     (More Jobs)",(More Jobs),5 days ago,2024-02-19,"Database Administration  ,  Database Algorithms Database Analyzing  ,  Database Design  ,  d  ,  Data Base Administration  ,  Data Analysis  ,  data analyst  ,  Data Centre Solutions",2 - 7 yrs,"Database analysts design ,  develop and administer data management solutions using database management software. Data administrators develop and implement data administration ...",https://www.timesjobs.com/job-detail/database-analysts-and-data-administrators-req-in-canada-oinp-i2canz-outsourcing-private-limited-australia-canada-null-2-to-7-yrs-jobid-MGtDojuv20dzpSvf__PLUS__uAgZw==&source=srp
JOB ID: e-con028,e-con systems india pvt.ltd.,Chennai,few days ago,2024-02-19,"power bi  ,   data modeling  ,   dax queries  ,   data integration  ,   data visualization   ,  business requirements  ,  dashboards  ,  sql  ,  crm  ,  lead analyst  ,  oracle  ,  data analysis  ,  spotfire  ,  data analyst  ,  alteryx  ,  lead business analyst  ,  business process  ,  data cleaning  ,  data governance",7 - 10 yrs,"JOB ID: e-con028Job Synopsis:Position: Lead Business Analyst  /  Data AnalystLocation: ChennaiExperience: 7  yearsSkillsets:What you will do:As a Lead Analyst  ,  you will be ...",https://www.timesjobs.com/job-detail/job-id-e-con028-e-con-systems-india-pvt-ltd-chennai-7-to-10-yrs-jobid-RKLRElEH6RhzpSvf__PLUS__uAgZw==&source=srp
Account Executive,"Laxmi Infotech
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Finance  ,  Banking  ,  accounts  ,  Sales Tax  ,  Income Tax  ,  Accounting  ,  Financial Accounting  ,  Accounts Payable  ,  process associate  ,  data analyst  ,  business analyst",0 - 3 yrs,"Job descriptionPreparing Audit PlansAnalysis of Draft Financial Statements Filing various reports to regulatory authorities like GST , TDS , PF.Stock / Inventory Audits Prepar...",https://www.timesjobs.com/job-detail/account-executive-laxmi-infotech-delhi-ncr-mumbai-pune-0-to-3-yrs-jobid-yKQq__PLUS__aaU48FzpSvf__PLUS__uAgZw==&source=srp
Account Executive,"Laxmi Infotech
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Finance  ,  Banking  ,  accounts  ,  Sales Tax  ,  Income Tax  ,  Accounting  ,  Financial Accounting  ,  Accounts Payable  ,  process associate  ,  data analyst  ,  business analyst",0 - 3 yrs,"Job descriptionPreparing Audit PlansAnalysis of Draft Financial Statements Filing various reports to regulatory authorities like GST , TDS , PF.Stock / Inventory Audits Prepar...",https://www.timesjobs.com/job-detail/account-executive-laxmi-infotech-bengaluru-bangalore-chennai-hyderabad-secunderabad-0-to-3-yrs-jobid-nZQlGmvCZ4pzpSvf__PLUS__uAgZw==&source=srp
"Business Reporter , Account Specialist , Brand Strategist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/business-reporter-account-specialist-brand-strategist-agriculture-company-6-to-11-yrs-jobid-0oHemNYHFjVzpSvf__PLUS__uAgZw==&source=srp
"Business Reporter , Account Specialist , Brand Strategist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/business-reporter-account-specialist-brand-strategist-agriculture-company-6-to-11-yrs-jobid-GImIqpdsAnNzpSvf__PLUS__uAgZw==&source=srp
"Account Specialist , Brand Strategist , Marketing Specialist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/account-specialist-brand-strategist-marketing-specialist-agriculture-company-6-to-11-yrs-jobid-PqxiHbPmFChzpSvf__PLUS__uAgZw==&source=srp
"Business Reporter , Account Specialist , Brand Strategist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/business-reporter-account-specialist-brand-strategist-agriculture-company-6-to-11-yrs-jobid-V9Vu3L6__SLASH__QvBzpSvf__PLUS__uAgZw==&source=srp
"Advertising Manager , Assistant Director , Brand Manager","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/advertising-manager-assistant-director-brand-manager-agriculture-company-doha-al-madina-al-munawarah-eastern-province-jeddah-abu-dhabi-6-to-11-yrs-jobid-Ut8If8GMAH9zpSvf__PLUS__uAgZw==&source=srp
"Account Specialist , Brand Strategist , Marketing Specialist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/account-specialist-brand-strategist-marketing-specialist-agriculture-company-6-to-11-yrs-jobid-UxYqDsXwMIJzpSvf__PLUS__uAgZw==&source=srp
